Hospital_ID,District_ID,Instrument_ID,Annual_Projected_Revenue,Buy_or_not
Hospital 582,District 34,Instrument 2,804,1
Hospital 582,District 34,Instrument 3,432,1
Hospital 582,District 41,Instrument 2,60072,1
Hospital 582,District 41,Instrument 3,95916,1
Hospital 582,District 41,Instrument 5,33390,1
Hospital 582,District 50,Instrument 2,5400,1
Hospital 582,District 50,Instrument 3,1188,1
Hospital 582,District 8,Instrument 2,16538,1
Hospital 583,District 13,Instrument 2,71452,1
Hospital 583,District 13,Instrument 3,7140,1
Hospital 583,District 13,Instrument 4,3000,1
Hospital 583,District 20,Instrument 2,3310,1
Hospital 583,District 20,Instrument 3,11001,1
Hospital 583,District 28,Instrument 2,105300,1
Hospital 583,District 28,Instrument 3,15645,1
Hospital 583,District 28,Instrument 7,20739,1
Hospital 583,District 28,Instrument 8,863,1
Hospital 584,District 20,Instrument 2,804,1
Hospital 584,District 34,Instrument 3,360,1
Hospital 585,District 13,Instrument 2,133584,1
Hospital 585,District 13,Instrument 3,59262,1
Hospital 585,District 13,Instrument 4,6480,1
Hospital 585,District 19,Instrument 2,4560,1
Hospital 585,District 20,Instrument 2,19255,1
Hospital 585,District 20,Instrument 3,22269,1
Hospital 585,District 28,Instrument 2,66312,1
Hospital 585,District 28,Instrument 3,9120,1
Hospital 585,District 28,Instrument 4,19656,1
Hospital 585,District 28,Instrument 8,690,1
Hospital 585,District 32,Instrument 2,14688,1
Hospital 585,District 32,Instrument 3,9288,1
Hospital 585,District 41,Instrument 2,33804,1
Hospital 585,District 41,Instrument 3,22434,1
Hospital 585,District 50,Instrument 2,104709,1
Hospital 585,District 50,Instrument 3,3151,1
Hospital 587,District 28,Instrument 5,961,1
Hospital 587,District 34,Instrument 2,276,1
Hospital 587,District 34,Instrument 3,600,1
Hospital 59,District 18,Instrument 3,1882,1
Hospital 59,District 34,Instrument 2,138,1
Hospital 59,District 34,Instrument 5,1440,1
Hospital 59,District 50,Instrument 2,726,1
Hospital 59,District 8,Instrument 2,3420,1
Hospital 592,District 20,Instrument 2,59100,1
Hospital 592,District 20,Instrument 3,29769,1
Hospital 592,District 41,Instrument 2,10080,1
Hospital 592,District 41,Instrument 3,4320,1
Hospital 593,District 50,Instrument 2,94444,1
Hospital 593,District 50,Instrument 5,241970,1
Hospital 594,District 41,Instrument 8,96001,1
Hospital 595,District 13,Instrument 3,37908,1
Hospital 595,District 28,Instrument 2,25213,1
Hospital 595,District 28,Instrument 3,36967,1
Hospital 595,District 41,Instrument 2,28980,1
Hospital 595,District 41,Instrument 3,107910,1
Hospital 595,District 41,Instrument 8,24000,1
Hospital 595,District 43,Instrument 2,29700,1
Hospital 595,District 44,Instrument 2,543354,1
Hospital 595,District 44,Instrument 3,7350,1
Hospital 595,District 50,Instrument 2,34404,1
Hospital 595,District 50,Instrument 3,6485,1
Hospital 596,District 13,Instrument 2,234066,1
Hospital 596,District 13,Instrument 3,16200,1
Hospital 596,District 34,Instrument 5,3000,1
Hospital 596,District 34,Instrument 7,15000,1
Hospital 596,District 8,Instrument 2,10593,1
Hospital 597,District 12,Instrument 8,54000,1
Hospital 597,District 13,Instrument 2,309179,1
Hospital 597,District 13,Instrument 3,169473,1
Hospital 597,District 13,Instrument 4,66162,1
Hospital 597,District 13,Instrument 5,17868,1
Hospital 597,District 13,Instrument 8,48000,1
Hospital 597,District 17,Instrument 2,89368,1
Hospital 597,District 17,Instrument 3,113,1
Hospital 597,District 20,Instrument 2,179737,1
Hospital 597,District 20,Instrument 3,71847,1
Hospital 597,District 20,Instrument 8,176499,1
Hospital 597,District 28,Instrument 2,258300,1
Hospital 597,District 28,Instrument 3,32400,1
Hospital 597,District 28,Instrument 4,24000,1
Hospital 597,District 28,Instrument 5,96797,1
Hospital 597,District 28,Instrument 7,8577,1
Hospital 597,District 32,Instrument 2,16200,1
Hospital 597,District 32,Instrument 3,1200,1
Hospital 597,District 32,Instrument 5,1337,1
Hospital 597,District 34,Instrument 8,3109,1
Hospital 597,District 39,Instrument 2,426,1
Hospital 597,District 39,Instrument 4,426,1
Hospital 597,District 41,Instrument 2,3456,1
Hospital 597,District 41,Instrument 3,1170,1
Hospital 597,District 41,Instrument 5,180,1
Hospital 597,District 41,Instrument 8,66000,1
Hospital 597,District 50,Instrument 2,147066,1
Hospital 597,District 50,Instrument 3,24325,1
Hospital 597,District 50,Instrument 8,28122,1
Hospital 598,District 12,Instrument 2,1283425,1
Hospital 598,District 12,Instrument 3,235354,1
Hospital 598,District 13,Instrument 2,883352,1
Hospital 598,District 13,Instrument 3,1228492,1
Hospital 598,District 13,Instrument 4,349919,1
Hospital 598,District 13,Instrument 5,115680,1
Hospital 598,District 15,Instrument 2,63958,1
Hospital 598,District 15,Instrument 3,960,1
Hospital 598,District 15,Instrument 5,9000,1
Hospital 598,District 15,Instrument 7,3000,1
Hospital 598,District 17,Instrument 2,856902,1
Hospital 598,District 17,Instrument 3,121410,1
Hospital 598,District 17,Instrument 4,59464,1
Hospital 598,District 18,Instrument 2,81888,1
Hospital 598,District 18,Instrument 7,6865,1
Hospital 598,District 19,Instrument 2,82267,1
Hospital 598,District 19,Instrument 5,60000,1
Hospital 598,District 20,Instrument 2,946279,1
Hospital 598,District 20,Instrument 3,1683514,1
Hospital 598,District 20,Instrument 8,298779,1
Hospital 598,District 28,Instrument 2,236421,1
Hospital 598,District 28,Instrument 3,211722,1
Hospital 598,District 29,Instrument 5,249996,1
Hospital 598,District 3,Instrument 2,8640,1
Hospital 598,District 32,Instrument 2,42840,1
Hospital 598,District 32,Instrument 3,11358,1
Hospital 598,District 34,Instrument 2,81660,1
Hospital 598,District 34,Instrument 3,18474,1
Hospital 598,District 4,Instrument 2,224979,1
Hospital 598,District 41,Instrument 2,200538,1
Hospital 598,District 41,Instrument 3,407078,1
Hospital 598,District 50,Instrument 2,1041730,1
Hospital 598,District 50,Instrument 3,1009074,1
Hospital 598,District 50,Instrument 5,186729,1
Hospital 598,District 50,Instrument 7,48565,1
Hospital 598,District 50,Instrument 8,49917,1
Hospital 599,District 13,Instrument 2,586649,1
Hospital 599,District 13,Instrument 3,307985,1
Hospital 599,District 13,Instrument 4,78091,1
Hospital 599,District 13,Instrument 5,118212,1
Hospital 599,District 20,Instrument 2,135144,1
Hospital 599,District 20,Instrument 3,15678,1
Hospital 599,District 20,Instrument 7,4200,1
Hospital 599,District 28,Instrument 2,27720,1
Hospital 599,District 28,Instrument 3,43622,1
Hospital 599,District 3,Instrument 2,34784,1
Hospital 599,District 34,Instrument 2,1260,1
Hospital 599,District 34,Instrument 3,252,1
Hospital 599,District 39,Instrument 2,6232,1
Hospital 599,District 41,Instrument 2,1080,1
Hospital 599,District 41,Instrument 3,13620,1
Hospital 6,District 13,Instrument 2,370035,1
Hospital 6,District 13,Instrument 3,316395,1
Hospital 6,District 13,Instrument 4,40800,1
Hospital 6,District 13,Instrument 5,99390,1
Hospital 6,District 15,Instrument 2,122112,1
Hospital 6,District 15,Instrument 3,5100,1
Hospital 6,District 18,Instrument 3,18269,1
Hospital 6,District 18,Instrument 5,3322,1
Hospital 6,District 19,Instrument 2,15552,1
Hospital 6,District 25,Instrument 2,70800,1
Hospital 6,District 28,Instrument 5,2100,1
Hospital 6,District 3,Instrument 2,6000,1
Hospital 6,District 32,Instrument 2,89400,1
Hospital 6,District 32,Instrument 3,12878,1
Hospital 6,District 32,Instrument 5,6000,1
Hospital 6,District 34,Instrument 2,44490,1
Hospital 6,District 34,Instrument 3,12000,1
Hospital 6,District 34,Instrument 4,1800,1
Hospital 60,District 13,Instrument 8,432648,1
Hospital 60,District 20,Instrument 2,2411,1
Hospital 60,District 50,Instrument 2,7259,1
Hospital 60,District 50,Instrument 3,64651,1
Hospital 601,District 20,Instrument 2,7446,1
Hospital 601,District 20,Instrument 3,24715,1
Hospital 601,District 20,Instrument 7,3180,1
Hospital 601,District 8,Instrument 2,26544,1
Hospital 602,District 13,Instrument 2,144060,1
Hospital 602,District 13,Instrument 3,16896,1
Hospital 602,District 13,Instrument 5,5700,1
Hospital 604,District 13,Instrument 2,1470,1
Hospital 604,District 13,Instrument 3,1020,1
Hospital 604,District 15,Instrument 2,10860,1
Hospital 604,District 15,Instrument 3,3960,1
Hospital 605,District 12,Instrument 2,79200,1
Hospital 605,District 13,Instrument 3,105413,1
Hospital 605,District 17,Instrument 2,71214,1
Hospital 605,District 17,Instrument 3,11424,1
Hospital 605,District 19,Instrument 2,9000,1
Hospital 605,District 20,Instrument 2,68940,1
Hospital 605,District 20,Instrument 3,36000,1
Hospital 605,District 32,Instrument 2,8520,1
Hospital 605,District 32,Instrument 3,1350,1
Hospital 605,District 37,Instrument 2,162000,1
Hospital 605,District 37,Instrument 3,54000,1
Hospital 605,District 39,Instrument 2,10502,1
Hospital 605,District 50,Instrument 2,5880,1
Hospital 606,District 18,Instrument 2,2140529,1
Hospital 606,District 18,Instrument 5,1129,1
Hospital 606,District 18,Instrument 7,15660,1
Hospital 606,District 28,Instrument 2,20655,1
Hospital 606,District 28,Instrument 3,20286,1
Hospital 606,District 34,Instrument 2,137340,1
Hospital 606,District 34,Instrument 3,22764,1
Hospital 606,District 34,Instrument 4,6948,1
Hospital 606,District 34,Instrument 5,6000,1
Hospital 606,District 50,Instrument 2,17615,1
Hospital 607,District 20,Instrument 2,2857,1
Hospital 607,District 20,Instrument 3,254,1
Hospital 608,District 41,Instrument 2,2400,1
Hospital 608,District 41,Instrument 3,2400,1
Hospital 608,District 41,Instrument 5,600,1
Hospital 612,District 13,Instrument 2,93150,1
Hospital 612,District 15,Instrument 2,16320,1
Hospital 612,District 32,Instrument 2,12830,1
Hospital 612,District 32,Instrument 3,11850,1
Hospital 612,District 32,Instrument 5,1680,1
Hospital 612,District 41,Instrument 2,35264,1
Hospital 612,District 41,Instrument 3,50400,1
Hospital 613,District 13,Instrument 2,279279,1
Hospital 613,District 13,Instrument 3,185913,1
Hospital 613,District 20,Instrument 2,630,1
Hospital 613,District 20,Instrument 3,21416,1
Hospital 614,District 13,Instrument 3,7240,1
Hospital 614,District 13,Instrument 8,900,1
Hospital 614,District 20,Instrument 3,144000,1
Hospital 616,District 13,Instrument 2,232686,1
Hospital 616,District 13,Instrument 4,35568,1
Hospital 617,District 13,Instrument 2,110728,1
Hospital 617,District 13,Instrument 3,3145,1
Hospital 617,District 15,Instrument 2,360,1
Hospital 617,District 15,Instrument 3,408,1
Hospital 617,District 20,Instrument 2,54684,1
Hospital 617,District 20,Instrument 3,48564,1
Hospital 617,District 20,Instrument 7,15413,1
Hospital 617,District 32,Instrument 2,16200,1
Hospital 617,District 32,Instrument 3,19440,1
Hospital 617,District 41,Instrument 2,180,1
Hospital 617,District 41,Instrument 3,12150,1
Hospital 617,District 50,Instrument 2,20627,1
Hospital 617,District 50,Instrument 3,260113,1
Hospital 618,District 8,Instrument 2,20160,1
Hospital 619,District 13,Instrument 2,474,1
Hospital 619,District 13,Instrument 3,474,1
Hospital 619,District 20,Instrument 2,21924,1
Hospital 619,District 20,Instrument 3,720,1
Hospital 62,District 39,Instrument 2,447,1
Hospital 621,District 13,Instrument 2,58020,1
Hospital 621,District 17,Instrument 2,491,1
Hospital 621,District 39,Instrument 2,484,1
Hospital 621,District 41,Instrument 5,8880,1
Hospital 623,District 13,Instrument 2,191194,1
Hospital 623,District 13,Instrument 3,9987,1
Hospital 623,District 13,Instrument 5,190524,1
Hospital 623,District 20,Instrument 2,156515,1
Hospital 623,District 20,Instrument 3,60023,1
Hospital 623,District 41,Instrument 2,12513,1
Hospital 623,District 41,Instrument 3,8595,1
Hospital 623,District 41,Instrument 5,4800,1
Hospital 623,District 50,Instrument 2,195636,1
Hospital 623,District 50,Instrument 3,27004,1
Hospital 623,District 50,Instrument 5,131466,1
Hospital 625,District 10,Instrument 2,141361,1
Hospital 625,District 10,Instrument 3,117867,1
Hospital 625,District 10,Instrument 7,27484,1
Hospital 625,District 12,Instrument 2,296260,1
Hospital 625,District 12,Instrument 3,9000,1
Hospital 625,District 13,Instrument 3,16137,1
Hospital 625,District 15,Instrument 2,97674,1
Hospital 625,District 15,Instrument 3,41658,1
Hospital 625,District 15,Instrument 5,1260,1
Hospital 625,District 15,Instrument 7,8100,1
Hospital 625,District 17,Instrument 2,35488,1
Hospital 625,District 19,Instrument 2,12426,1
Hospital 625,District 19,Instrument 5,60000,1
Hospital 625,District 20,Instrument 2,439224,1
Hospital 625,District 20,Instrument 3,277803,1
Hospital 625,District 20,Instrument 7,66720,1
Hospital 625,District 28,Instrument 2,82272,1
Hospital 625,District 28,Instrument 3,45989,1
Hospital 625,District 28,Instrument 8,11400,1
Hospital 625,District 29,Instrument 3,34656,1
Hospital 625,District 32,Instrument 2,120000,1
Hospital 625,District 32,Instrument 3,27720,1
Hospital 625,District 32,Instrument 5,16800,1
Hospital 625,District 34,Instrument 2,87184,1
Hospital 625,District 34,Instrument 3,33744,1
Hospital 625,District 34,Instrument 4,660,1
Hospital 625,District 35,Instrument 2,186990,1
Hospital 625,District 4,Instrument 2,1556316,1
Hospital 625,District 41,Instrument 2,102600,1
Hospital 625,District 41,Instrument 3,72204,1
Hospital 625,District 46,Instrument 3,55890,1
Hospital 625,District 49,Instrument 2,65676,1
Hospital 625,District 50,Instrument 2,985312,1
Hospital 625,District 50,Instrument 3,887183,1
Hospital 625,District 50,Instrument 5,18585,1
Hospital 625,District 50,Instrument 7,349,1
Hospital 625,District 8,Instrument 2,38712,1
Hospital 626,District 13,Instrument 2,7291,1
Hospital 626,District 20,Instrument 2,1165,1
Hospital 626,District 20,Instrument 3,1934,1
Hospital 626,District 34,Instrument 2,612,1
Hospital 626,District 34,Instrument 3,168,1
Hospital 626,District 39,Instrument 2,2819,1
Hospital 626,District 39,Instrument 4,3826,1
Hospital 626,District 39,Instrument 7,39718,1
Hospital 626,District 44,Instrument 2,354240,1
Hospital 626,District 44,Instrument 3,143580,1
Hospital 626,District 47,Instrument 7,19200,1
Hospital 626,District 50,Instrument 2,12204,1
Hospital 626,District 50,Instrument 3,6102,1
Hospital 628,District 18,Instrument 5,2666,1
Hospital 628,District 18,Instrument 7,59439,1
Hospital 629,District 18,Instrument 2,191651,1
Hospital 629,District 18,Instrument 3,36694,1
Hospital 629,District 18,Instrument 7,47354,1
Hospital 629,District 28,Instrument 2,5088,1
Hospital 629,District 28,Instrument 3,1350,1
Hospital 629,District 50,Instrument 2,12649,1
Hospital 630,District 13,Instrument 5,96024,1
Hospital 630,District 18,Instrument 4,6360,1
Hospital 630,District 18,Instrument 7,81541,1
Hospital 633,District 13,Instrument 2,113805,1
Hospital 633,District 13,Instrument 3,56811,1
Hospital 633,District 13,Instrument 4,18240,1
Hospital 633,District 13,Instrument 5,900,1
Hospital 633,District 15,Instrument 2,34224,1
Hospital 633,District 15,Instrument 3,7920,1
Hospital 633,District 17,Instrument 2,6296,1
Hospital 633,District 17,Instrument 3,1079,1
Hospital 633,District 20,Instrument 2,30060,1
Hospital 633,District 20,Instrument 3,18480,1
Hospital 633,District 28,Instrument 2,19742,1
Hospital 633,District 28,Instrument 3,2705,1
Hospital 633,District 32,Instrument 2,10008,1
Hospital 633,District 32,Instrument 3,600,1
Hospital 633,District 34,Instrument 2,7428,1
Hospital 633,District 34,Instrument 3,9428,1
Hospital 633,District 34,Instrument 4,144,1
Hospital 633,District 34,Instrument 5,4800,1
Hospital 633,District 34,Instrument 7,1770,1
Hospital 633,District 39,Instrument 2,7721,1
Hospital 633,District 39,Instrument 7,1877,1
Hospital 633,District 41,Instrument 2,24120,1
Hospital 633,District 41,Instrument 3,25798,1
Hospital 633,District 48,Instrument 2,32220,1
Hospital 633,District 48,Instrument 3,360,1
Hospital 633,District 48,Instrument 7,7500,1
Hospital 633,District 50,Instrument 2,162001,1
Hospital 633,District 50,Instrument 7,17233,1
Hospital 633,District 8,Instrument 2,8568,1
Hospital 634,District 13,Instrument 2,262022,1
Hospital 634,District 15,Instrument 2,5670,1
Hospital 634,District 34,Instrument 2,1956,1
Hospital 634,District 34,Instrument 3,486,1
Hospital 634,District 41,Instrument 2,504,1
Hospital 634,District 41,Instrument 3,240,1
Hospital 634,District 50,Instrument 2,54801,1
Hospital 634,District 50,Instrument 3,117488,1
Hospital 636,District 20,Instrument 2,21793,1
Hospital 636,District 20,Instrument 3,4588,1
Hospital 636,District 20,Instrument 7,702,1
Hospital 638,District 13,Instrument 2,380610,1
Hospital 638,District 13,Instrument 3,2430,1
Hospital 638,District 18,Instrument 7,11675,1
Hospital 638,District 34,Instrument 2,4560,1
Hospital 638,District 34,Instrument 3,2892,1
Hospital 638,District 34,Instrument 4,504,1
Hospital 638,District 50,Instrument 5,149916,1
Hospital 64,District 12,Instrument 2,15960,1
Hospital 64,District 12,Instrument 3,29460,1
Hospital 64,District 13,Instrument 2,5196,1
Hospital 64,District 20,Instrument 2,1470,1
Hospital 64,District 20,Instrument 3,3180,1
Hospital 644,District 13,Instrument 2,14921,1
Hospital 644,District 13,Instrument 5,762,1
Hospital 644,District 17,Instrument 2,2631,1
Hospital 644,District 18,Instrument 3,813,1
Hospital 644,District 18,Instrument 7,2713,1
Hospital 644,District 20,Instrument 2,40297,1
Hospital 644,District 20,Instrument 3,15040,1
Hospital 644,District 28,Instrument 2,8880,1
Hospital 644,District 28,Instrument 3,432,1
Hospital 644,District 34,Instrument 2,180,1
Hospital 644,District 34,Instrument 3,2436,1
Hospital 644,District 8,Instrument 2,2371,1
Hospital 645,District 20,Instrument 2,7044,1
Hospital 645,District 20,Instrument 3,34165,1
Hospital 645,District 41,Instrument 2,177450,1
Hospital 645,District 41,Instrument 3,48828,1
Hospital 646,District 13,Instrument 2,420737,1
Hospital 646,District 13,Instrument 3,3953,1
Hospital 646,District 13,Instrument 8,13256,1
Hospital 647,District 28,Instrument 2,127500,1
Hospital 647,District 28,Instrument 3,68976,1
Hospital 647,District 28,Instrument 8,6372,1
Hospital 648,District 13,Instrument 2,1500,1
Hospital 648,District 15,Instrument 2,522000,1
Hospital 648,District 15,Instrument 7,3600,1
Hospital 648,District 16,Instrument 2,60000,1
Hospital 648,District 17,Instrument 2,314287,1
Hospital 648,District 17,Instrument 3,31651,1
Hospital 648,District 17,Instrument 8,2661,1
Hospital 648,District 28,Instrument 5,25542,1
Hospital 648,District 28,Instrument 7,111823,1
Hospital 648,District 34,Instrument 2,41700,1
Hospital 648,District 34,Instrument 3,42060,1
Hospital 648,District 34,Instrument 4,216,1
Hospital 648,District 34,Instrument 5,4560,1
Hospital 648,District 34,Instrument 7,32382,1
Hospital 648,District 34,Instrument 8,9720,1
Hospital 648,District 39,Instrument 7,19273,1
Hospital 648,District 50,Instrument 5,17924,1
Hospital 648,District 52,Instrument 7,3772,1
Hospital 649,District 39,Instrument 2,9595,1
Hospital 649,District 39,Instrument 4,512,1
Hospital 649,District 39,Instrument 7,6883,1
Hospital 650,District 15,Instrument 2,38520,1
Hospital 650,District 15,Instrument 5,4500,1
Hospital 650,District 15,Instrument 7,4020,1
Hospital 650,District 48,Instrument 7,8052,1
Hospital 651,District 32,Instrument 2,128268,1
Hospital 651,District 32,Instrument 3,999,1
Hospital 651,District 32,Instrument 5,24204,1
Hospital 652,District 20,Instrument 2,34377,1
Hospital 652,District 20,Instrument 3,32394,1
Hospital 652,District 20,Instrument 8,1440,1
Hospital 654,District 15,Instrument 2,10260,1
Hospital 654,District 15,Instrument 5,3900,1
Hospital 654,District 15,Instrument 7,3180,1
Hospital 654,District 20,Instrument 3,6024,1
Hospital 654,District 34,Instrument 2,7344,1
Hospital 654,District 34,Instrument 3,588,1
Hospital 654,District 34,Instrument 4,216,1
Hospital 654,District 34,Instrument 5,150,1
Hospital 654,District 41,Instrument 5,18000,1
Hospital 656,District 12,Instrument 2,41549,1
Hospital 656,District 12,Instrument 3,53149,1
Hospital 656,District 20,Instrument 2,12053,1
Hospital 656,District 20,Instrument 3,1223,1
Hospital 656,District 34,Instrument 2,10464,1
Hospital 656,District 34,Instrument 3,1211,1
Hospital 656,District 41,Instrument 2,15120,1
Hospital 661,District 13,Instrument 2,1596,1
Hospital 662,District 20,Instrument 2,38791,1
Hospital 662,District 20,Instrument 3,5335,1
Hospital 662,District 50,Instrument 2,207,1
Hospital 662,District 50,Instrument 3,177,1
Hospital 663,District 13,Instrument 2,33297,1
Hospital 663,District 13,Instrument 3,8067,1
Hospital 663,District 13,Instrument 5,416723,1
Hospital 664,District 13,Instrument 2,6000,1
Hospital 665,District 34,Instrument 2,720,1
Hospital 665,District 34,Instrument 3,960,1
Hospital 667,District 20,Instrument 2,33520,1
Hospital 667,District 20,Instrument 3,575,1
Hospital 667,District 29,Instrument 5,1167786,1
Hospital 668,District 13,Instrument 2,19218,1
Hospital 668,District 13,Instrument 3,8658,1
Hospital 668,District 13,Instrument 4,1785,1
Hospital 668,District 13,Instrument 5,7530,1
Hospital 668,District 17,Instrument 2,2312,1
Hospital 668,District 18,Instrument 7,2369,1
Hospital 668,District 20,Instrument 2,36932,1
Hospital 668,District 20,Instrument 3,5273,1
Hospital 668,District 28,Instrument 2,71194,1
Hospital 668,District 28,Instrument 3,974,1
Hospital 668,District 28,Instrument 4,13263,1
Hospital 668,District 30,Instrument 2,244188,1
Hospital 668,District 34,Instrument 2,8238,1
Hospital 668,District 34,Instrument 3,4791,1
Hospital 668,District 50,Instrument 2,118922,1
Hospital 668,District 50,Instrument 3,41701,1
Hospital 67,District 13,Instrument 2,178032,1
Hospital 67,District 34,Instrument 2,4956,1
Hospital 67,District 34,Instrument 3,732,1
Hospital 67,District 34,Instrument 4,1224,1
Hospital 670,District 13,Instrument 2,68454,1
Hospital 670,District 13,Instrument 3,28251,1
Hospital 671,District 20,Instrument 2,1607,1
Hospital 671,District 20,Instrument 3,2872,1
Hospital 671,District 8,Instrument 2,11016,1
Hospital 673,District 50,Instrument 2,14104,1
Hospital 673,District 50,Instrument 3,23369,1
Hospital 674,District 13,Instrument 2,30549,1
Hospital 674,District 13,Instrument 3,3480,1
Hospital 674,District 20,Instrument 2,884,1
Hospital 674,District 20,Instrument 3,3047,1
Hospital 674,District 39,Instrument 2,15080,1
Hospital 674,District 41,Instrument 2,11880,1
Hospital 674,District 41,Instrument 3,10284,1
Hospital 675,District 34,Instrument 2,960,1
Hospital 675,District 34,Instrument 3,438,1
Hospital 677,District 20,Instrument 2,3156,1
Hospital 677,District 20,Instrument 3,5112,1
Hospital 677,District 50,Instrument 2,3299,1
Hospital 677,District 50,Instrument 3,10512,1
Hospital 678,District 17,Instrument 2,28872,1
Hospital 678,District 28,Instrument 5,57580,1
Hospital 678,District 28,Instrument 7,19776,1
Hospital 679,District 13,Instrument 2,107520,1
Hospital 679,District 13,Instrument 3,11748,1
Hospital 679,District 18,Instrument 2,33880,1
Hospital 679,District 18,Instrument 3,17438,1
Hospital 679,District 18,Instrument 7,100200,1
Hospital 679,District 50,Instrument 2,117513,1
Hospital 679,District 50,Instrument 3,7926,1
Hospital 679,District 50,Instrument 7,55734,1
Hospital 680,District 13,Instrument 2,1304238,1
Hospital 680,District 13,Instrument 3,629759,1
Hospital 680,District 13,Instrument 5,206252,1
Hospital 681,District 13,Instrument 2,288646,1
Hospital 681,District 13,Instrument 3,134906,1
Hospital 681,District 13,Instrument 4,38790,1
Hospital 681,District 13,Instrument 8,70190,1
Hospital 681,District 17,Instrument 2,29244,1
Hospital 681,District 17,Instrument 3,2587,1
Hospital 681,District 17,Instrument 4,1224,1
Hospital 681,District 28,Instrument 2,151733,1
Hospital 681,District 28,Instrument 3,943,1
Hospital 681,District 28,Instrument 5,31005,1
Hospital 681,District 34,Instrument 2,85971,1
Hospital 681,District 34,Instrument 3,10692,1
Hospital 681,District 34,Instrument 4,1176,1
Hospital 681,District 35,Instrument 2,138915,1
Hospital 681,District 41,Instrument 2,10152,1
Hospital 681,District 41,Instrument 3,1575,1
Hospital 681,District 49,Instrument 2,37222,1
Hospital 682,District 13,Instrument 2,16920,1
Hospital 682,District 28,Instrument 2,972,1
Hospital 682,District 50,Instrument 3,40155,1
Hospital 683,District 10,Instrument 7,23541,1
Hospital 683,District 12,Instrument 2,553882,1
Hospital 683,District 12,Instrument 3,23324,1
Hospital 683,District 13,Instrument 2,26819,1
Hospital 683,District 13,Instrument 3,17832,1
Hospital 683,District 13,Instrument 4,9720,1
Hospital 683,District 15,Instrument 2,256332,1
Hospital 683,District 15,Instrument 3,1452,1
Hospital 683,District 34,Instrument 2,46969,1
Hospital 683,District 34,Instrument 3,45652,1
Hospital 683,District 34,Instrument 4,9000,1
Hospital 683,District 34,Instrument 7,1590,1
Hospital 683,District 35,Instrument 2,130500,1
Hospital 683,District 36,Instrument 2,11700,1
Hospital 683,District 41,Instrument 2,32412,1
Hospital 683,District 41,Instrument 3,94668,1
Hospital 683,District 5,Instrument 2,12000,1
Hospital 683,District 50,Instrument 2,11594,1
Hospital 683,District 50,Instrument 5,152517,1
Hospital 683,District 7,Instrument 2,27000,1
Hospital 684,District 13,Instrument 2,76774,1
Hospital 684,District 13,Instrument 3,14918,1
Hospital 684,District 13,Instrument 4,128353,1
Hospital 684,District 18,Instrument 2,780,1
Hospital 684,District 20,Instrument 2,18462,1
Hospital 684,District 20,Instrument 3,4260,1
Hospital 684,District 28,Instrument 2,4309,1
Hospital 684,District 28,Instrument 3,5383,1
Hospital 684,District 28,Instrument 4,450,1
Hospital 684,District 34,Instrument 2,15324,1
Hospital 684,District 34,Instrument 3,3158,1
Hospital 684,District 34,Instrument 4,6405,1
Hospital 684,District 34,Instrument 5,300,1
Hospital 684,District 41,Instrument 2,10502,1
Hospital 684,District 41,Instrument 3,1500,1
Hospital 686,District 18,Instrument 7,43844,1
Hospital 686,District 34,Instrument 2,2556,1
Hospital 686,District 34,Instrument 3,582,1
Hospital 686,District 41,Instrument 2,15600,1
Hospital 686,District 41,Instrument 3,4476,1
Hospital 687,District 13,Instrument 2,72476,1
Hospital 687,District 13,Instrument 3,120300,1
Hospital 687,District 13,Instrument 5,58692,1
Hospital 687,District 20,Instrument 2,7963,1
Hospital 687,District 20,Instrument 3,11694,1
Hospital 687,District 44,Instrument 7,62380,1
Hospital 688,District 20,Instrument 2,1268,1
Hospital 688,District 50,Instrument 2,1128,1
Hospital 69,District 12,Instrument 2,92430,1
Hospital 69,District 13,Instrument 4,6165,1
Hospital 69,District 13,Instrument 5,334719,1
Hospital 69,District 20,Instrument 2,63198,1
Hospital 69,District 20,Instrument 3,33330,1
Hospital 69,District 20,Instrument 8,131,1
Hospital 69,District 28,Instrument 2,52380,1
Hospital 69,District 28,Instrument 3,2340,1
Hospital 69,District 28,Instrument 4,12600,1
Hospital 69,District 50,Instrument 10,182454,1
Hospital 69,District 50,Instrument 2,409126,1
Hospital 69,District 50,Instrument 3,50029,1
Hospital 69,District 50,Instrument 5,4429,1
Hospital 690,District 13,Instrument 2,33840,1
Hospital 690,District 18,Instrument 2,37125,1
Hospital 690,District 19,Instrument 2,3780,1
Hospital 690,District 21,Instrument 2,20160,1
Hospital 690,District 39,Instrument 2,4680,1
Hospital 690,District 44,Instrument 2,376950,1
Hospital 691,District 13,Instrument 2,239312,1
Hospital 691,District 13,Instrument 3,59444,1
Hospital 691,District 13,Instrument 4,86310,1
Hospital 691,District 13,Instrument 5,146354,1
Hospital 691,District 20,Instrument 2,40026,1
Hospital 691,District 20,Instrument 3,14190,1
Hospital 692,District 13,Instrument 2,32646,1
Hospital 693,District 13,Instrument 2,3240,1
Hospital 693,District 20,Instrument 2,7249,1
Hospital 693,District 20,Instrument 3,1227,1
Hospital 694,District 20,Instrument 2,18883,1
Hospital 694,District 20,Instrument 3,14693,1
Hospital 694,District 20,Instrument 7,42960,1
Hospital 694,District 20,Instrument 8,330,1
Hospital 694,District 41,Instrument 2,62983,1
