Hospital_ID,Region_ID,District_ID,Instrument_ID,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Year Total,Year Average,Year Median,Max Year,Min Year,First Quarter Sum,Second Quarter Sum,Third Quarter Sum,Fourth Quarter Sum,First Quarter Avg,Second Quarter Avg,Third Quarter Avg,Fourth Quarter Avg,First Half Year Total,First Half Year Average,Second Half Year Total,Second Half Year Average
Hospital 754,Region 2,District 2,Instrument 2,0,0,0,0,904,779,387,966,702,1142,1344,1314,7538.00,628.17,740.50,1344,0,0.00,1683.00,2055.00,3800.00,0.00,561.00,685.00,1266.67,1683.00,280.50,5855.00,947.71
Hospital 754,Region 2,District 2,Instrument 3,0,0,0,0,0,0,0,1,0,0,0,0,1.00,0.08,0.00,1,0,0.00,0.00,1.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,1.00,0.14
Hospital 754,Region 2,District 28,Instrument 1,88,81,88,65,103,107,103,90,101,88,106,0,1020.00,85.00,89.00,107,0,257.00,275.00,294.00,194.00,85.67,91.67,98.00,64.67,532.00,88.67,488.00,85.00
Hospital 754,Region 2,District 28,Instrument 2,2476,2444,2086,1709,1889,1938,1181,1569,1826,1640,1789,2264,22811.00,1900.92,1857.50,2476,1181,7006.00,5536.00,4576.00,5693.00,2335.33,1845.33,1525.33,1897.67,12542.00,2090.33,10269.00,1743.86
Hospital 754,Region 2,District 28,Instrument 3,251,251,250,205,217,348,73,86,86,86,86,86,2025.00,168.75,145.50,348,73,752.00,770.00,245.00,258.00,250.67,256.67,81.67,86.00,1522.00,253.67,503.00,121.57
Hospital 754,Region 2,District 28,Instrument 4,30,30,30,-10,19,13,12,12,12,12,12,0,172.00,14.33,12.00,30,-10,90.00,22.00,36.00,24.00,30.00,7.33,12.00,8.00,112.00,18.67,60.00,10.43
Hospital 754,Region 2,District 28,Instrument 5,550,445,399,352,513,507,519,429,517,519,575,0,5325.00,443.75,510.00,575,0,1394.00,1372.00,1465.00,1094.00,464.67,457.33,488.33,364.67,2766.00,461.00,2559.00,438.00
Hospital 754,Region 2,District 28,Instrument 6,46,194,106,52,-21,-5,-255,-45,-10,-24,-7,0,31.00,2.58,-6.00,194,-255,346.00,26.00,-310.00,-31.00,115.33,8.67,-103.33,-10.33,372.00,62.00,-341.00,-49.43
Hospital 754,Region 2,District 28,Instrument 7,226,226,226,226,226,226,226,226,226,226,0,226,2486.00,207.17,226.00,226,0,678.00,678.00,678.00,452.00,226.00,226.00,226.00,150.67,1356.00,226.00,1130.00,193.71
Hospital 754,Region 2,District 3,Instrument 2,59,64,64,61,48,33,37,34,34,34,33,34,535.00,44.58,35.50,64,33,187.00,142.00,105.00,101.00,62.33,47.33,35.00,33.67,329.00,54.83,206.00,34.14
Hospital 754,Region 2,District 32,Instrument 1,0,0,0,0,53,46,38,36,33,34,39,38,317.00,26.42,35.00,53,0,0.00,99.00,107.00,111.00,0.00,33.00,35.67,37.00,99.00,16.50,218.00,37.71
Hospital 754,Region 2,District 32,Instrument 2,666,683,657,581,502,554,508,481,490,481,629,668,6900.00,575.00,567.50,683,481,2006.00,1637.00,1479.00,1778.00,668.67,545.67,493.00,592.67,3643.00,607.17,3257.00,544.43
Hospital 754,Region 2,District 32,Instrument 3,358,386,359,359,357,357,357,374,400,413,432,420,4572.00,381.00,366.50,432,357,1103.00,1073.00,1131.00,1265.00,367.67,357.67,377.00,421.67,2176.00,362.67,2396.00,393.29
Hospital 754,Region 2,District 32,Instrument 5,27,24,26,26,24,24,26,41,31,30,35,32,346.00,28.83,26.50,41,24,77.00,74.00,98.00,97.00,25.67,24.67,32.67,32.33,151.00,25.17,195.00,31.29
Hospital 754,Region 2,District 44,Instrument 2,1802,1624,1557,1850,2167,2619,2263,2220,2069,2413,2501,1587,24672.00,2056.00,2118.00,2619,1557,4983.00,6636.00,6552.00,6501.00,1661.00,2212.00,2184.00,2167.00,11619.00,1936.50,13053.00,2238.86
Hospital 754,Region 2,District 44,Instrument 3,407,434,383,371,0,0,0,0,0,0,0,0,1595.00,132.92,0.00,434,0,1224.00,371.00,0.00,0.00,408.00,123.67,0.00,0.00,1595.00,265.83,0.00,0.00
Hospital 754,Region 2,District 44,Instrument 7,207,207,207,207,207,68,207,207,207,207,207,207,2345.00,195.42,207.00,207,68,621.00,482.00,621.00,621.00,207.00,160.67,207.00,207.00,1103.00,183.83,1242.00,187.14
Hospital 754,Region 2,District 50,Instrument 2,1635,19,0,2,0,0,4,0,0,0,0,0,1660.00,138.33,0.00,1635,0,1654.00,2.00,4.00,0.00,551.33,0.67,1.33,0.00,1656.00,276.00,4.00,0.57
Hospital 754,Region 2,District 50,Instrument 3,147,0,0,0,0,0,0,0,0,0,0,0,147.00,12.25,0.00,147,0,147.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00,147.00,24.50,0.00,0.00
Hospital 754,Region 2,District 9,Instrument 2,0,205,0,51,51,51,51,51,51,51,51,51,664.00,55.33,51.00,205,0,205.00,153.00,153.00,153.00,68.33,51.00,51.00,51.00,358.00,59.67,306.00,51.00
Hospital 755,Region 5,District 12,Instrument 2,8551,8859,9282,6599,7877,8135,9188,10191,11205,10980,9715,9993,110575.00,9214.58,9235.00,11205,6599,26692.00,22611.00,30584.00,30688.00,8897.33,7537.00,10194.67,10229.33,49303.00,8217.17,61272.00,9915.29
Hospital 755,Region 5,District 12,Instrument 3,57,83,95,87,60,86,103,92,80,81,107,0,931.00,77.58,84.50,107,0,235.00,233.00,275.00,188.00,78.33,77.67,91.67,62.67,468.00,78.00,463.00,78.43
Hospital 755,Region 5,District 13,Instrument 1,806,766,785,809,683,0,0,0,0,0,0,0,3849.00,320.75,0.00,809,0,2357.00,1492.00,0.00,0.00,785.67,497.33,0.00,0.00,3849.00,641.50,0.00,0.00
Hospital 755,Region 5,District 13,Instrument 2,-10022,33846,33131,33342,28603,33584,32788,31865,28706,29463,31687,35874,342867.00,28572.25,32326.50,35874,-10022,56955.00,95529.00,93359.00,97024.00,18985.00,31843.00,31119.67,32341.33,152484.00,25414.00,190383.00,31995.29
Hospital 755,Region 5,District 13,Instrument 3,434,493,619,467,688,3610,1831,4490,1863,4350,3962,1894,24701.00,2058.42,1847.00,4490,434,1546.00,4765.00,8184.00,10206.00,515.33,1588.33,2728.00,3402.00,6311.00,1051.83,18390.00,3142.86
Hospital 755,Region 5,District 13,Instrument 4,1546,1473,1262,1443,1491,0,0,0,0,0,0,0,7215.00,601.25,0.00,1546,0,4281.00,2934.00,0.00,0.00,1427.00,978.00,0.00,0.00,7215.00,1202.50,0.00,0.00
Hospital 755,Region 5,District 13,Instrument 5,51,51,51,51,51,51,51,51,51,51,51,51,612.00,51.00,51.00,51,51,153.00,153.00,153.00,153.00,51.00,51.00,51.00,51.00,306.00,51.00,306.00,51.00
Hospital 755,Region 5,District 16,Instrument 2,18,12,6,6,6,6,6,6,6,6,6,6,90.00,7.50,6.00,18,6,36.00,18.00,18.00,18.00,12.00,6.00,6.00,6.00,54.00,9.00,36.00,6.00
Hospital 755,Region 5,District 18,Instrument 1,13260,12884,13136,13135,13322,12722,12744,12963,12453,12441,10556,10124,149740.00,12478.33,12814.00,13322,10124,39280.00,39179.00,38160.00,33121.00,13093.33,13059.67,12720.00,11040.33,78459.00,13076.50,71281.00,12000.43
Hospital 755,Region 5,District 18,Instrument 11,0,0,0,2529,2531,2531,2531,2531,2531,2531,2531,0,20246.00,1687.17,2531.00,2531,0,0.00,7591.00,7593.00,5062.00,0.00,2530.33,2531.00,1687.33,7591.00,1265.17,12655.00,2169.43
Hospital 755,Region 5,District 18,Instrument 15,0,0,0,6282,6235,6360,6328,6380,6528,6397,6352,0,50862.00,4238.50,6305.00,6528,0,0.00,18877.00,19236.00,12749.00,0.00,6292.33,6412.00,4249.67,18877.00,3146.17,31985.00,5477.86
Hospital 755,Region 5,District 18,Instrument 2,115789,117709,120642,132062,134085,140197,139251,127624,131365,135344,133912,134509,1562489.00,130207.42,132987.00,140197,115789,354140.00,406344.00,398240.00,403765.00,118046.67,135448.00,132746.67,134588.33,760484.00,126747.33,802005.00,134600.29
Hospital 755,Region 5,District 18,Instrument 3,14,13,13,13,12,16,13,-1290,-6868,-7392,-5134,321,-20269.00,-1689.08,13.00,321,-7392,40.00,41.00,-8145.00,-12205.00,13.33,13.67,-2715.00,-4068.33,81.00,13.50,-20350.00,-2904.86
Hospital 755,Region 5,District 18,Instrument 4,22038,20557,19362,8350,7141,8114,8414,0,0,0,0,0,93976.00,7831.33,7627.50,22038,0,61957.00,23605.00,8414.00,0.00,20652.33,7868.33,2804.67,0.00,85562.00,14260.33,8414.00,2361.14
Hospital 755,Region 5,District 18,Instrument 5,4646,3877,4169,5380,4955,5662,4753,4533,4300,3929,3550,4504,54258.00,4521.50,4518.50,5662,3550,12692.00,15997.00,13586.00,11983.00,4230.67,5332.33,4528.67,3994.33,28689.00,4781.50,25569.00,4461.57
Hospital 755,Region 5,District 18,Instrument 6,0,0,0,0,0,0,0,1570,-458,-6404,8806,-571,2943.00,245.25,0.00,8806,-6404,0.00,0.00,1112.00,1831.00,0.00,0.00,370.67,610.33,0.00,0.00,2943.00,420.43
Hospital 755,Region 5,District 18,Instrument 7,6113,14269,15129,8228,8948,8645,8607,8641,9121,9065,13205,18200,128171.00,10680.92,9006.50,18200,6113,35511.00,25821.00,26369.00,40470.00,11837.00,8607.00,8789.67,13490.00,61332.00,10222.00,66839.00,10783.43
Hospital 755,Region 5,District 18,Instrument 8,1,1,1,-1,1,0,0,0,0,0,0,0,3.00,0.25,0.00,1,-1,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,0.50,0.00,0.00
Hospital 755,Region 5,District 25,Instrument 2,2053,2377,2105,1840,1903,1689,1635,1716,1660,1772,1729,1729,22208.00,1850.67,1750.50,2377,1635,6535.00,5432.00,5011.00,5230.00,2178.33,1810.67,1670.33,1743.33,11967.00,1994.50,10241.00,1704.29
Hospital 755,Region 5,District 28,Instrument 1,377,369,416,339,424,415,383,347,392,358,431,0,4251.00,354.25,380.00,431,0,1162.00,1178.00,1122.00,789.00,387.33,392.67,374.00,263.00,2340.00,390.00,1911.00,332.29
Hospital 755,Region 5,District 28,Instrument 2,7982,37937,8492,6916,8635,9634,7623,6788,8455,8203,10128,8503,129296.00,10774.67,8473.50,37937,6788,54411.00,25185.00,22866.00,26834.00,18137.00,8395.00,7622.00,8944.67,79596.00,13266.00,49700.00,8476.29
Hospital 755,Region 5,District 28,Instrument 6,226,-29631,425,745,1424,299,382,650,342,691,519,0,-23928.00,-1994.00,403.50,1424,-29631,-28980.00,2468.00,1374.00,1210.00,-9660.00,822.67,458.00,403.33,-26512.00,-4418.67,2584.00,411.86
Hospital 755,Region 5,District 4,Instrument 2,4909,5256,5245,4424,4836,4338,4868,3837,4584,4582,4392,5015,56286.00,4690.50,4710.00,5256,3837,15410.00,13598.00,13289.00,13989.00,5136.67,4532.67,4429.67,4663.00,29008.00,4834.67,27278.00,4516.57
Hospital 755,Region 5,District 41,Instrument 1,10,11,14,12,15,15,17,13,17,16,18,15,173.00,14.42,15.00,18,10,35.00,42.00,47.00,49.00,11.67,14.00,15.67,16.33,77.00,12.83,96.00,15.86
Hospital 755,Region 5,District 41,Instrument 2,498,498,525,390,377,273,376,405,397,434,387,436,4996.00,416.33,401.00,525,273,1521.00,1040.00,1178.00,1257.00,507.00,346.67,392.67,419.00,2561.00,426.83,2435.00,386.86
Hospital 755,Region 5,District 41,Instrument 3,72,72,91,89,96,95,89,96,100,98,102,98,1098.00,91.50,95.50,102,72,235.00,280.00,285.00,298.00,78.33,93.33,95.00,99.33,515.00,85.83,583.00,96.86
Hospital 755,Region 5,District 44,Instrument 2,19918,20406,19890,18993,20106,20775,19775,17733,19559,20123,21369,21976,240623.00,20051.92,20012.00,21976,17733,60214.00,59874.00,57067.00,63468.00,20071.33,19958.00,19022.33,21156.00,120088.00,20014.67,120535.00,20187.14
Hospital 755,Region 5,District 44,Instrument 3,1993,1918,1804,1746,0,0,0,0,0,0,0,0,7461.00,621.75,0.00,1993,0,5715.00,1746.00,0.00,0.00,1905.00,582.00,0.00,0.00,7461.00,1243.50,0.00,0.00
Hospital 755,Region 5,District 44,Instrument 7,1155,1300,1166,1043,1331,886,1176,1081,1144,983,843,666,12774.00,1064.50,1112.50,1331,666,3621.00,3260.00,3401.00,2492.00,1207.00,1086.67,1133.67,830.67,6881.00,1146.83,5893.00,968.43
Hospital 755,Region 5,District 50,Instrument 11,0,0,0,0,0,304,294,304,310,280,310,297,2099.00,174.92,287.00,310,0,0.00,304.00,908.00,887.00,0.00,101.33,302.67,295.67,304.00,50.67,1795.00,299.86
Hospital 755,Region 5,District 50,Instrument 15,3497,3493,3469,3425,3409,3410,3804,4834,4244,4079,4085,4083,45832.00,3819.33,3650.50,4834,3409,10459.00,10244.00,12882.00,12247.00,3486.33,3414.67,4294.00,4082.33,20703.00,3450.50,25129.00,4077.00
Hospital 755,Region 5,District 50,Instrument 2,0,0,0,0,0,1187,4891,9462,9968,10616,10901,11432,58457.00,4871.42,3039.00,11432,0,0.00,1187.00,24321.00,32949.00,0.00,395.67,8107.00,10983.00,1187.00,197.83,57270.00,8351.00
Hospital 755,Region 5,District 50,Instrument 3,0,0,0,0,0,0,0,0,0,0,11,90,101.00,8.42,0.00,90,0,0.00,0.00,0.00,101.00,0.00,0.00,0.00,33.67,0.00,0.00,101.00,14.43
Hospital 755,Region 5,District 50,Instrument 5,936,645,552,605,595,539,493,545,822,1302,1273,1286,9593.00,799.42,625.00,1302,493,2133.00,1739.00,1860.00,3861.00,711.00,579.67,620.00,1287.00,3872.00,645.33,5721.00,894.29
Hospital 755,Region 5,District 50,Instrument 7,713,538,688,688,688,388,388,388,388,388,504,838,6597.00,549.75,521.00,838,388,1939.00,1764.00,1164.00,1730.00,646.33,588.00,388.00,576.67,3703.00,617.17,2894.00,468.86
Hospital 755,Region 5,District 51,Instrument 2,166,154,0,0,141,133,128,125,125,135,127,126,1360.00,113.33,127.50,166,0,320.00,274.00,378.00,388.00,106.67,91.33,126.00,129.33,594.00,99.00,766.00,128.43
Hospital 755,Region 5,District 51,Instrument 3,0,0,0,0,5,5,5,5,5,5,5,5,40.00,3.33,5.00,5,0,0.00,10.00,15.00,15.00,0.00,3.33,5.00,5.00,10.00,1.67,30.00,5.00
Hospital 755,Region 5,District 51,Instrument 7,2,1,0,0,0,0,0,0,0,0,0,0,3.00,0.25,0.00,2,0,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,0.50,0.00,0.00
Hospital 755,Region 5,District 6,Instrument 2,0,0,0,0,127,111,114,139,205,129,114,116,1055.00,87.92,114.00,205,0,0.00,238.00,458.00,359.00,0.00,79.33,152.67,119.67,238.00,39.67,817.00,132.57
Hospital 755,Region 5,District 8,Instrument 1,67,66,52,55,86,0,0,0,0,0,0,0,326.00,27.17,0.00,86,0,185.00,141.00,0.00,0.00,61.67,47.00,0.00,0.00,326.00,54.33,0.00,0.00
Hospital 755,Region 5,District 8,Instrument 2,608,540,584,683,685,710,593,633,58,656,605,724,7079.00,589.92,620.50,724,58,1732.00,2078.00,1284.00,1985.00,577.33,692.67,428.00,661.67,3810.00,635.00,3269.00,568.43
Hospital 756,Region 2,District 12,Instrument 2,288,299,316,256,240,292,262,266,513,251,575,366,3924.00,327.00,290.00,575,240,903.00,788.00,1041.00,1192.00,301.00,262.67,347.00,397.33,1691.00,281.83,2233.00,360.71
Hospital 756,Region 2,District 12,Instrument 3,11,15,15,26,19,15,5,5,5,5,5,0,126.00,10.50,8.00,26,0,41.00,60.00,15.00,10.00,13.67,20.00,5.00,3.33,101.00,16.83,25.00,5.71
Hospital 756,Region 2,District 13,Instrument 1,1,1,1,2,1,0,0,0,0,0,0,0,6.00,0.50,0.00,2,0,3.00,3.00,0.00,0.00,1.00,1.00,0.00,0.00,6.00,1.00,0.00,0.00
Hospital 756,Region 2,District 13,Instrument 2,38,38,39,38,41,35,33,32,22,29,351682,357,352384.00,29365.33,38.00,351682,22,115.00,114.00,87.00,352068.00,38.33,38.00,29.00,117356.00,229.00,38.17,352155.00,50312.86
Hospital 756,Region 2,District 13,Instrument 5,-34,196,-124,-44,83,-8688,-274,-273,-190,-290,-2581,-269,-12488.00,-1040.67,-229.50,196,-8688,38.00,-8649.00,-737.00,-3140.00,12.67,-2883.00,-245.67,-1046.67,-8611.00,-1435.17,-3877.00,-1795.00
Hospital 756,Region 2,District 15,Instrument 1,7,8,10,10,12,9,10,10,9,6,7,10,108.00,9.00,9.50,12,6,25.00,31.00,29.00,23.00,8.33,10.33,9.67,7.67,56.00,9.33,52.00,8.71
Hospital 756,Region 2,District 15,Instrument 2,-58,-34,13,-70,447,464,495,547,510,60,484,480,3338.00,278.17,455.50,547,-70,-79.00,841.00,1552.00,1024.00,-26.33,280.33,517.33,341.33,762.00,127.00,2576.00,434.29
Hospital 756,Region 2,District 15,Instrument 3,1,1,2,3,0,0,0,0,0,0,0,0,7.00,0.58,0.00,3,0,4.00,3.00,0.00,0.00,1.33,1.00,0.00,0.00,7.00,1.17,0.00,0.00
Hospital 756,Region 2,District 15,Instrument 5,74,78,86,58,0,0,0,0,0,0,0,0,296.00,24.67,0.00,86,0,238.00,58.00,0.00,0.00,79.33,19.33,0.00,0.00,296.00,49.33,0.00,0.00
Hospital 756,Region 2,District 15,Instrument 7,571,558,557,559,0,0,0,0,0,0,0,0,2245.00,187.08,0.00,571,0,1686.00,559.00,0.00,0.00,562.00,186.33,0.00,0.00,2245.00,374.17,0.00,0.00
Hospital 756,Region 2,District 19,Instrument 1,0,0,0,0,207,0,0,0,0,0,0,0,207.00,17.25,0.00,207,0,0.00,207.00,0.00,0.00,0.00,69.00,0.00,0.00,207.00,34.50,0.00,0.00
Hospital 756,Region 2,District 20,Instrument 1,290,37,307,35,0,32,311,34,597,31,705,35,2414.00,201.17,36.00,705,0,634.00,67.00,942.00,771.00,211.33,22.33,314.00,257.00,701.00,116.83,1713.00,249.29
Hospital 756,Region 2,District 20,Instrument 2,4250,498,4488,474,4326,434,4202,459,8059,412,9525,470,37597.00,3133.08,2350.00,9525,412,9236.00,5234.00,12720.00,10407.00,3078.67,1744.67,4240.00,3469.00,14470.00,2411.67,23127.00,3365.86
Hospital 756,Region 2,District 20,Instrument 3,4775,168,1584,176,2497,228,4316,148,2397,150,2046,211,18696.00,1558.00,906.00,4775,148,6527.00,2901.00,6861.00,2407.00,2175.67,967.00,2287.00,802.33,9428.00,1571.33,9268.00,1356.57
Hospital 756,Region 2,District 20,Instrument 6,0,0,0,0,0,0,0,0,0,0,-202,0,-202.00,-16.83,0.00,0,-202,0.00,0.00,0.00,-202.00,0.00,0.00,0.00,-67.33,0.00,0.00,-202.00,-28.86
Hospital 756,Region 2,District 20,Instrument 7,1880,566,1848,534,1691,566,1272,584,1239,559,1239,574,12552.00,1046.00,911.50,1880,534,4294.00,2791.00,3095.00,2372.00,1431.33,930.33,1031.67,790.67,7085.00,1180.83,5467.00,861.86
Hospital 756,Region 2,District 25,Instrument 2,1574,1384,1179,877,797,687,626,606,515,1156,760,760,10921.00,910.08,778.50,1574,515,4137.00,2361.00,1747.00,2676.00,1379.00,787.00,582.33,892.00,6498.00,1083.00,4423.00,730.00
Hospital 756,Region 2,District 25,Instrument 3,46,35,31,31,31,31,27,27,23,35,0,0,317.00,26.42,31.00,46,0,112.00,93.00,77.00,35.00,37.33,31.00,25.67,11.67,205.00,34.17,112.00,20.43
Hospital 756,Region 2,District 28,Instrument 1,552,493,513,435,579,625,570,529,509,484,591,0,5880.00,490.00,521.00,625,0,1558.00,1639.00,1608.00,1075.00,519.33,546.33,536.00,358.33,3197.00,532.83,2683.00,472.57
Hospital 756,Region 2,District 28,Instrument 2,13134,11928,11874,11726,11169,11079,9569,12177,10362,10278,10174,11643,135113.00,11259.42,11406.00,13134,9569,36936.00,33974.00,32108.00,32095.00,12312.00,11324.67,10702.67,10698.33,70910.00,11818.33,64203.00,10754.57
Hospital 756,Region 2,District 28,Instrument 3,934,982,920,859,898,1003,849,828,1139,725,817,528,10482.00,873.50,878.50,1139,528,2836.00,2760.00,2816.00,2070.00,945.33,920.00,938.67,690.00,5596.00,932.67,4886.00,841.29
Hospital 756,Region 2,District 28,Instrument 4,18,7,6,6,6,12,-1,0,0,0,0,0,54.00,4.50,3.00,18,-1,31.00,24.00,-1.00,0.00,10.33,8.00,-0.33,0.00,55.00,9.17,-1.00,1.57
Hospital 756,Region 2,District 28,Instrument 5,153,147,164,147,151,299,674,741,811,869,939,0,5095.00,424.58,231.50,939,0,464.00,597.00,2226.00,1808.00,154.67,199.00,742.00,602.67,1061.00,176.83,4034.00,619.00
Hospital 756,Region 2,District 28,Instrument 6,-1374,-384,-144,-1267,-533,1395,-498,-83,-346,-337,-477,0,-4048.00,-337.33,-365.00,1395,-1374,-1902.00,-405.00,-927.00,-814.00,-634.00,-135.00,-309.00,-271.33,-2307.00,-384.50,-1741.00,-49.43
Hospital 756,Region 2,District 28,Instrument 7,0,0,0,0,0,0,0,0,0,0,0,479,479.00,39.92,0.00,479,0,0.00,0.00,0.00,479.00,0.00,0.00,0.00,159.67,0.00,0.00,479.00,68.43
Hospital 756,Region 2,District 28,Instrument 8,13,12,18,12,16,13,12,13,12,28,15,13,177.00,14.75,13.00,28,12,43.00,41.00,37.00,56.00,14.33,13.67,12.33,18.67,84.00,14.00,93.00,15.14
Hospital 756,Region 2,District 3,Instrument 2,1043,912,912,1059,2131,1555,9877,1278,1289,1147,1332,2747,25282.00,2106.83,1283.50,9877,912,2867.00,4745.00,12444.00,5226.00,955.67,1581.67,4148.00,1742.00,7612.00,1268.67,17670.00,2746.43
Hospital 756,Region 2,District 31,Instrument 2,612,403,524,584,584,485,519,353,508,508,508,508,6096.00,508.00,508.00,612,353,1539.00,1653.00,1380.00,1524.00,513.00,551.00,460.00,508.00,3192.00,532.00,2904.00,484.14
Hospital 756,Region 2,District 34,Instrument 1,45,45,46,43,15,2,3,2,3,2,3,3,212.00,17.67,3.00,46,2,136.00,60.00,8.00,8.00,45.33,20.00,2.67,2.67,196.00,32.67,16.00,2.57
Hospital 756,Region 2,District 34,Instrument 2,471,476,-156,497,446,-43,3,-951,0,0,0,0,743.00,61.92,0.00,497,-951,791.00,900.00,-948.00,0.00,263.67,300.00,-316.00,0.00,1691.00,281.83,-948.00,-141.57
Hospital 756,Region 2,District 34,Instrument 3,-162,779,779,779,779,775,-1148,11,11,11,11,11,2636.00,219.67,11.00,779,-1148,1396.00,2333.00,-1126.00,33.00,465.33,777.67,-375.33,11.00,3729.00,621.50,-1093.00,-45.43
Hospital 756,Region 2,District 34,Instrument 4,-1,1,1,1,1,-1,0,0,0,0,0,0,2.00,0.17,0.00,1,-1,1.00,1.00,0.00,0.00,0.33,0.33,0.00,0.00,2.00,0.33,0.00,-0.14
Hospital 756,Region 2,District 34,Instrument 5,900,1058,943,974,927,918,892,791,666,777,721,809,10376.00,864.67,896.00,1058,666,2901.00,2819.00,2349.00,2307.00,967.00,939.67,783.00,769.00,5720.00,953.33,4656.00,796.29
Hospital 756,Region 2,District 34,Instrument 7,521,521,521,555,563,592,580,588,652,628,628,644,6993.00,582.75,584.00,652,521,1563.00,1710.00,1820.00,1900.00,521.00,570.00,606.67,633.33,3273.00,545.50,3720.00,616.00
Hospital 756,Region 2,District 34,Instrument 8,5138,8121,8303,14664,12986,1610,1585,1610,1610,1610,1610,1738,60585.00,5048.75,1674.00,14664,1585,21562.00,29260.00,4805.00,4958.00,7187.33,9753.33,1601.67,1652.67,50822.00,8470.33,9763.00,1624.71
Hospital 756,Region 2,District 37,Instrument 2,5956,6087,5646,6249,4787,4877,4279,4896,4175,3414,2936,4060,57362.00,4780.17,4832.00,6249,2936,17689.00,15913.00,13350.00,10410.00,5896.33,5304.33,4450.00,3470.00,33602.00,5600.33,23760.00,4091.00
Hospital 756,Region 2,District 37,Instrument 3,11,11,11,11,11,11,32,24,24,26,26,26,224.00,18.67,17.50,32,11,33.00,33.00,80.00,78.00,11.00,11.00,26.67,26.00,66.00,11.00,158.00,24.14
Hospital 756,Region 2,District 37,Instrument 4,733,769,606,760,647,645,631,690,588,453,408,405,7335.00,611.25,638.00,769,405,2108.00,2052.00,1909.00,1266.00,702.67,684.00,636.33,422.00,4160.00,693.33,3175.00,545.71
Hospital 756,Region 2,District 41,Instrument 2,298,298,321,350,336,342,335,304,303,303,302,302,3794.00,316.17,303.50,350,298,917.00,1028.00,942.00,907.00,305.67,342.67,314.00,302.33,1945.00,324.17,1849.00,313.00
Hospital 756,Region 2,District 41,Instrument 3,19,19,41,42,42,41,42,41,42,42,39,41,451.00,37.58,41.00,42,19,79.00,125.00,125.00,122.00,26.33,41.67,41.67,40.67,204.00,34.00,247.00,41.14
Hospital 756,Region 2,District 41,Instrument 5,749,254,134,138,181,181,181,236,271,148,148,187,2808.00,234.00,181.00,749,134,1137.00,500.00,688.00,483.00,379.00,166.67,229.33,161.00,1637.00,272.83,1171.00,193.14
Hospital 756,Region 2,District 44,Instrument 2,1604,2064,1311,1462,2952,3062,2951,3306,2717,3118,3411,3696,31654.00,2637.83,2951.50,3696,1311,4979.00,7476.00,8974.00,10225.00,1659.67,2492.00,2991.33,3408.33,12455.00,2075.83,19199.00,3180.14
Hospital 756,Region 2,District 44,Instrument 3,1135,1376,1234,1124,0,0,0,0,0,0,0,0,4869.00,405.75,0.00,1376,0,3745.00,1124.00,0.00,0.00,1248.33,374.67,0.00,0.00,4869.00,811.50,0.00,0.00
Hospital 756,Region 2,District 44,Instrument 7,203,213,256,197,197,1212,29,197,199,197,199,197,3296.00,274.67,198.00,1212,29,672.00,1606.00,425.00,593.00,224.00,535.33,141.67,197.67,2278.00,379.67,1018.00,318.57
Hospital 756,Region 2,District 46,Instrument 2,5,5,0,5,5,5,5,0,5,5,0,0,40.00,3.33,5.00,5,0,10.00,15.00,10.00,5.00,3.33,5.00,3.33,1.67,25.00,4.17,15.00,2.86
Hospital 756,Region 2,District 46,Instrument 3,0,0,8,0,0,0,0,0,0,0,0,0,8.00,0.67,0.00,8,0,8.00,0.00,0.00,0.00,2.67,0.00,0.00,0.00,8.00,1.33,0.00,0.00
Hospital 756,Region 2,District 48,Instrument 1,164,219,219,206,7,6,9,7,7,7,4,125,980.00,81.67,8.00,219,4,602.00,219.00,23.00,136.00,200.67,73.00,7.67,45.33,821.00,136.83,159.00,23.57
Hospital 756,Region 2,District 48,Instrument 2,2671,2980,2177,1594,1491,1478,2255,2290,2328,2367,2310,2308,26249.00,2187.42,2299.00,2980,1478,7828.00,4563.00,6873.00,6985.00,2609.33,1521.00,2291.00,2328.33,12391.00,2065.17,13858.00,2190.86
Hospital 756,Region 2,District 48,Instrument 3,2747,2703,2803,3014,2933,0,0,0,0,0,0,0,14200.00,1183.33,0.00,3014,0,8253.00,5947.00,0.00,0.00,2751.00,1982.33,0.00,0.00,14200.00,2366.67,0.00,0.00
Hospital 756,Region 2,District 48,Instrument 7,0,0,0,0,0,2189,2155,2144,2069,2114,2129,2124,14924.00,1243.67,2091.50,2189,0,0.00,2189.00,6368.00,6367.00,0.00,729.67,2122.67,2122.33,2189.00,364.83,12735.00,2132.00
Hospital 756,Region 2,District 5,Instrument 2,335,362,362,390,378,363,385,349,409,372,572,408,4685.00,390.42,375.00,572,335,1059.00,1131.00,1143.00,1352.00,353.00,377.00,381.00,450.67,2190.00,365.00,2495.00,408.29
Hospital 756,Region 2,District 50,Instrument 1,129,126,130,121,121,121,121,121,114,108,114,103,1429.00,119.08,121.00,130,103,385.00,363.00,356.00,325.00,128.33,121.00,118.67,108.33,748.00,124.67,681.00,114.57
