Hospital_ID,District_ID,Instrument_ID,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Year Total,Year Average,Year Median,Max Year,Min Year,First Quarter Sum,Second Quarter Sum,Third Quarter Sum,Fourth Quarter Sum,First Quarter Avg,Second Quarter Avg,Third Quarter Avg,Fourth Quarter Avg,First Half Year Total,First Half Year Average,Second Half Year Total,Second Half Year Average,Hospital_employees,Annual_Projected_Revenue,Buy_or_not
Hospital 1587,District 20,Instrument 1,0,238,0,242,0,359,0,270,0,181,0,149,1439,119.92,74.5,359,0,238,601,270,330,79.33,200.33,90,110,839,600,139.83,137,82,0,0
Hospital 1587,District 20,Instrument 6,0,48,0,15,0,48,0,179,0,427,0,328,1045,87.08,7.5,427,0,48,63,179,755,16,21,59.67,251.67,111,934,18.5,140.29,82,0,0
Hospital 1587,District 20,Instrument 8,0,0,0,0,0,10,0,7,0,7,0,7,31,2.58,0,10,0,0,10,7,14,0,3.33,2.33,4.67,10,21,1.67,4.43,82,0,0
Hospital 1587,District 32,Instrument 1,0,0,0,0,66,58,59,51,65,61,72,79,511,42.58,58.5,79,0,0,124,175,212,0,41.33,58.33,70.67,124,387,20.67,63.57,416,0,0
Hospital 1587,District 32,Instrument 2,3170,3098,4076,1607,3443,4404,2845,1787,2207,3081,3304,4034,37056,3088,3134,4404,1607,10344,9454,6839,10419,3448,3151.33,2279.67,3473,19798,17258,3299.67,3094.57,416,0,0
Hospital 1587,District 32,Instrument 3,175,196,177,180,177,177,370,414,354,47,148,159,2574,214.5,177,414,47,548,534,1138,354,182.67,178,379.33,118,1082,1492,180.33,238.43,416,0,0
Hospital 1587,District 32,Instrument 5,627,556,602,183,986,912,892,621,802,904,1104,1102,9291,774.25,847,1104,183,1785,2081,2315,3110,595,693.67,771.67,1036.67,3866,5425,644.33,905.29,416,0,0
Hospital 1587,District 34,Instrument 1,90,87,96,89,110,100,99,102,95,104,119,118,1209,100.75,99.5,119,87,273,299,296,341,91,99.67,98.67,113.67,572,637,95.33,105.29,180,0,0
Hospital 1587,District 34,Instrument 4,87,37,26,23,23,23,26,19,0,0,0,0,264,22,23,87,0,150,69,45,0,50,23,15,0,219,45,36.5,9.71,180,0,0
Hospital 1587,District 8,Instrument 1,2,2,2,2,2,0,0,0,0,0,0,0,10,0.83,0,2,0,6,4,0,0,2,1.33,0,0,10,0,1.67,0,369,0,0
Hospital 1587,District 8,Instrument 2,16,16,16,16,16,18,18,18,16,16,16,16,198,16.5,16,18,16,48,50,52,48,16,16.67,17.33,16,98,100,16.33,16.86,369,0,0
Hospital 1588,District 34,Instrument 1,34,34,33,29,31,35,28,35,29,28,32,30,378,31.5,31.5,35,28,101,95,92,90,33.67,31.67,30.67,30,196,182,32.67,31,114,0,0
Hospital 1588,District 34,Instrument 4,209,133,123,139,117,84,82,92,0,0,0,0,979,81.58,88,209,0,465,340,174,0,155,113.33,58,0,805,174,134.17,36.86,114,0,0
Hospital 1588,District 34,Instrument 5,18,20,21,17,18,18,17,17,17,16,17,17,213,17.75,17,21,16,59,53,51,50,19.67,17.67,17,16.67,112,101,18.67,17,114,0,0
Hospital 1588,District 34,Instrument 7,68,68,68,68,68,68,68,68,68,68,68,68,816,68,68,68,68,204,204,204,204,68,68,68,68,408,408,68,68,114,0,0
Hospital 1588,District 48,Instrument 1,32,63,64,60,71,76,120,92,89,80,63,34,844,70.33,67.5,120,32,159,207,301,177,53,69,100.33,59,366,478,61,79.14,901,0,0
Hospital 1588,District 48,Instrument 2,398,402,436,491,407,330,282,283,274,284,283,332,4202,350.17,331,491,274,1236,1228,839,899,412,409.33,279.67,299.67,2464,1738,410.67,295.43,901,0,0
Hospital 1588,District 48,Instrument 3,177,165,204,259,187,0,0,0,0,0,0,0,992,82.67,0,259,0,546,446,0,0,182,148.67,0,0,992,0,165.33,0,901,0,0
Hospital 159,District 12,Instrument 2,30959,26357,28886,27509,28114,28741,28482,26686,27381,25845,26337,33599,338896,28241.33,27811.5,33599,25845,86202,84364,82549,85781,28734,28121.33,27516.33,28593.67,170566,168330,28427.67,28153,1877,0,0
Hospital 159,District 12,Instrument 3,11768,10360,6195,8339,8212,5596,1788,4214,7695,9544,9286,0,82997,6916.42,7953.5,11768,0,28323,22147,13697,18830,9441,7382.33,4565.67,6276.67,50470,32527,8411.67,5446.14,1877,0,0
Hospital 159,District 17,Instrument 1,1232,1006,874,850,882,862,766,784,698,682,793,158,9587,798.92,821.5,1232,158,3112,2594,2248,1633,1037.33,864.67,749.33,544.33,5706,3881,951,677.57,5,0,0
Hospital 159,District 17,Instrument 3,50,192,642,0,4819,0,0,0,0,0,0,0,5703,475.25,0,4819,0,884,4819,0,0,294.67,1606.33,0,0,5703,0,950.5,0,5,0,0
Hospital 159,District 17,Instrument 4,21,0,0,0,0,0,0,0,0,0,0,0,21,1.75,0,21,0,21,0,0,0,7,0,0,0,21,0,3.5,0,5,0,0
Hospital 159,District 17,Instrument 6,17,0,0,0,0,0,0,0,0,0,0,0,17,1.42,0,17,0,17,0,0,0,5.67,0,0,0,17,0,2.83,0,5,0,0
Hospital 159,District 20,Instrument 1,0,0,0,0,0,-15,6,0,11,0,12,0,14,1.17,0,12,-15,0,-15,17,12,0,-5,5.67,4,-15,29,-2.5,2,96,0,0
Hospital 159,District 20,Instrument 2,501,0,258,0,558,-205,73,0,151,0,154,0,1490,124.17,36.5,558,-205,759,353,224,154,253,117.67,74.67,51.33,1112,378,185.33,24.71,96,0,0
Hospital 159,District 20,Instrument 3,0,0,0,0,0,0,157,0,142,0,206,0,505,42.08,0,206,0,0,0,299,206,0,0,99.67,68.67,0,505,0,72.14,96,0,0
Hospital 159,District 20,Instrument 6,0,0,0,0,0,0,0,0,0,0,66,0,66,5.5,0,66,0,0,0,0,66,0,0,0,22,0,66,0,9.43,96,0,0
Hospital 159,District 28,Instrument 1,16,12,10,2,1,1,1,1,2,1,2,0,49,4.08,1.5,16,0,38,4,4,3,12.67,1.33,1.33,1,42,7,7,1.14,1,0,0
Hospital 159,District 28,Instrument 2,210,268,74,40,33,33,33,33,37,36,34,39,870,72.5,36.5,268,33,552,106,103,109,184,35.33,34.33,36.33,658,212,109.67,35,1,0,0
Hospital 159,District 28,Instrument 4,15,15,6,0,0,0,0,0,0,0,0,0,36,3,0,15,0,36,0,0,0,12,0,0,0,36,0,6,0,1,0,0
Hospital 159,District 28,Instrument 6,6,0,-1,0,0,0,0,0,4,4,4,0,17,1.42,0,6,-1,5,0,4,8,1.67,0,1.33,2.67,5,12,0.83,1.71,1,0,0
Hospital 159,District 28,Instrument 8,0,0,0,0,0,0,0,0,0,0,2,2,4,0.33,0,2,0,0,0,0,4,0,0,0,1.33,0,4,0,0.57,1,0,0
Hospital 159,District 37,Instrument 2,6751,9009,7924,8549,5367,6220,6369,9784,7781,5019,5285,5829,83887,6990.58,6560,9784,5019,23684,20136,23934,16133,7894.67,6712,7978,5377.67,43820,40067,7303.33,6612.43,267,0,0
Hospital 159,District 37,Instrument 3,831,258,265,485,291,354,345,318,401,400,444,494,4886,407.17,377,831,258,1354,1130,1064,1338,451.33,376.67,354.67,446,2484,2402,414,393.71,267,0,0
Hospital 159,District 37,Instrument 4,352,349,494,377,308,356,293,360,305,211,199,142,3746,312.17,328.5,494,142,1195,1041,958,552,398.33,347,319.33,184,2236,1510,372.67,266.57,267,0,0
Hospital 159,District 42,Instrument 2,5570,6504,6101,6237,5776,5962,5464,5830,5733,6112,5049,5692,70030,5835.83,5803,6504,5049,18175,17975,17027,16853,6058.33,5991.67,5675.67,5617.67,36150,33880,6025,5691.71,38,0,0
Hospital 159,District 44,Instrument 2,288,221,194,200,262,258,265,222,207,201,185,189,2692,224.33,214,288,185,703,720,694,575,234.33,240,231.33,191.67,1423,1269,237.17,218.14,2,0,0
Hospital 159,District 44,Instrument 3,44,28,1,3,0,0,0,0,0,0,0,0,76,6.33,0,44,0,73,3,0,0,24.33,1,0,0,76,0,12.67,0,2,0,0
Hospital 159,District 6,Instrument 2,0,0,0,0,74,92,108,87,88,143,141,144,877,73.08,87.5,144,0,0,166,283,428,0,55.33,94.33,142.67,166,711,27.67,114.71,2166,0,0
Hospital 1590,District 12,Instrument 2,586,576,559,642,773,676,627,762,675,789,638,869,8172,681,658.5,869,559,1721,2091,2064,2296,573.67,697,688,765.33,3812,4360,635.33,719.43,50,0,0
Hospital 1590,District 12,Instrument 3,175,175,175,175,175,175,175,175,175,175,175,0,1925,160.42,175,175,0,525,525,525,350,175,175,175,116.67,1050,875,175,150,50,0,0
Hospital 1590,District 15,Instrument 2,-3,-3,-3,-3,7,7,7,7,7,8,3,8,42,3.5,7,8,-3,-9,11,21,19,-3,3.67,7,6.33,2,40,0.33,6.71,7,0,0
Hospital 1590,District 15,Instrument 7,10,10,10,10,0,0,0,0,0,0,0,0,40,3.33,0,10,0,30,10,0,0,10,3.33,0,0,40,0,6.67,0,7,0,0
Hospital 1590,District 16,Instrument 2,4,4,4,0,0,0,0,0,0,0,0,0,12,1,0,4,0,12,0,0,0,4,0,0,0,12,0,2,0,130,0,0
Hospital 1590,District 18,Instrument 1,2,2,2,3,3,3,3,3,3,3,3,3,33,2.75,3,3,2,6,9,9,9,2,3,3,3,15,18,2.5,3,147,0,0
Hospital 1590,District 18,Instrument 2,20,20,20,22,23,28,29,33,38,33,38,38,342,28.5,28.5,38,20,60,73,100,109,20,24.33,33.33,36.33,133,209,22.17,33.86,147,0,0
Hospital 1590,District 18,Instrument 3,0,0,0,0,0,0,0,-9,-13,-4,-8,-8,-42,-3.5,0,0,-13,0,0,-22,-20,0,0,-7.33,-6.67,0,-42,0,-6,147,0,0
Hospital 1590,District 18,Instrument 6,0,0,0,0,0,0,0,1,0,-2,2,0,1,0.08,0,2,-2,0,0,1,0,0,0,0.33,0,0,1,0,0.14,147,0,0
Hospital 1590,District 20,Instrument 1,0,127,0,173,0,212,4,212,4,195,3,158,1088,90.67,65.5,212,0,127,385,220,356,42.33,128.33,73.33,118.67,512,576,85.33,112.57,260,0,0
Hospital 1590,District 20,Instrument 7,0,0,0,2,0,2,0,1,0,0,0,0,5,0.42,0,2,0,0,4,1,0,0,1.33,0.33,0,4,1,0.67,0.43,260,0,0
Hospital 1590,District 29,Instrument 1,6,7,0,0,0,0,0,0,0,0,0,0,13,1.08,0,7,0,13,0,0,0,4.33,0,0,0,13,0,2.17,0,8,0,0
Hospital 1590,District 29,Instrument 2,55,65,1,74,61,60,39,45,45,53,45,45,588,49,49,74,1,121,195,129,143,40.33,65,43,47.67,316,272,52.67,47.43,8,0,0
Hospital 1590,District 29,Instrument 3,20,22,4,22,20,20,-12,0,0,0,0,0,96,8,2,22,-12,46,62,-12,0,15.33,20.67,-4,0,108,-12,18,1.14,8,0,0
Hospital 1590,District 29,Instrument 4,1,12,5,1,2,2,0,0,0,0,0,0,23,1.92,0.5,12,0,18,5,0,0,6,1.67,0,0,23,0,3.83,0.29,8,0,0
Hospital 1590,District 29,Instrument 5,34,0,0,24,0,0,0,0,0,0,0,0,58,4.83,0,34,0,34,24,0,0,11.33,8,0,0,58,0,9.67,0,8,0,0
Hospital 1590,District 3,Instrument 2,141,141,141,154,141,192,185,168,153,181,193,179,1969,164.08,161,193,141,423,487,506,553,141,162.33,168.67,184.33,910,1059,151.67,178.71,5,0,0
Hospital 1590,District 32,Instrument 1,0,0,0,0,19,18,13,13,16,16,17,20,132,11,14.5,20,0,0,37,42,53,0,12.33,14,17.67,37,95,6.17,16.14,33,0,0
Hospital 1590,District 32,Instrument 2,416,286,316,270,610,590,386,553,372,640,522,667,5628,469,469,667,270,1018,1470,1311,1829,339.33,490,437,609.67,2488,3140,414.67,532.86,33,0,0
Hospital 1590,District 32,Instrument 3,154,105,112,107,107,111,115,102,113,108,119,118,1371,114.25,111.5,154,102,371,325,330,345,123.67,108.33,110,115,696,675,116,112.29,33,0,0
Hospital 1590,District 32,Instrument 5,3,3,3,3,3,2,4,3,7,6,7,6,50,4.17,3,7,2,9,8,14,19,3,2.67,4.67,6.33,17,33,2.83,5,33,0,0
Hospital 1590,District 35,Instrument 2,12,29,266,201,270,308,261,223,223,223,223,223,2462,205.17,223,308,12,307,779,707,669,102.33,259.67,235.67,223,1086,1376,181,240.57,56,0,0
Hospital 1590,District 42,Instrument 2,89,143,175,125,125,101,147,140,141,125,118,129,1558,129.83,127,175,89,407,351,428,372,135.67,117,142.67,124,758,800,126.33,128.71,2,0,0
Hospital 1590,District 46,Instrument 2,10,10,0,10,10,10,10,10,10,10,12,15,117,9.75,10,15,0,20,30,30,37,6.67,10,10,12.33,50,67,8.33,11,99,0,0
Hospital 1590,District 48,Instrument 1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.08,0,1,0,0,1,0,0,0,0.33,0,0,1,0,0.17,0,84,0,0
Hospital 1590,District 48,Instrument 2,5,15,13,10,13,13,10,9,9,7,8,12,124,10.33,10,15,5,33,36,28,27,11,12,9.33,9,69,55,11.5,9.71,84,0,0
Hospital 1590,District 48,Instrument 3,104,105,107,109,110,0,0,0,0,0,0,0,535,44.58,0,110,0,316,219,0,0,105.33,73,0,0,535,0,89.17,0,84,0,0
Hospital 1590,District 48,Instrument 7,0,0,0,0,0,115,114,114,116,125,131,236,951,79.25,114,236,0,0,115,344,492,0,38.33,114.67,164,115,836,19.17,135.86,84,0,0
Hospital 1591,District 13,Instrument 1,28,22,21,21,18,0,0,0,0,0,0,0,110,9.17,0,28,0,71,39,0,0,23.67,13,0,0,110,0,18.33,0,260,0,0
Hospital 1591,District 13,Instrument 4,556,602,630,639,613,0,0,0,0,0,0,0,3040,253.33,0,639,0,1788,1252,0,0,596,417.33,0,0,3040,0,506.67,0,260,0,0
Hospital 1591,District 13,Instrument 5,576,560,557,561,527,1002,0,505,519,455,577,577,6416,534.67,558.5,1002,0,1693,2090,1024,1609,564.33,696.67,341.33,536.33,3783,2633,630.5,519.29,260,0,0
Hospital 1591,District 13,Instrument 8,0,0,0,0,0,0,27,36,32,24,27,28,174,14.5,12,36,0,0,0,95,79,0,0,31.67,26.33,0,174,0,24.86,260,0,0
Hospital 1591,District 18,Instrument 1,54,56,54,54,58,52,50,45,37,38,30,30,558,46.5,51,58,30,164,164,132,98,54.67,54.67,44,32.67,328,230,54.67,40.29,1112,0,0
Hospital 1591,District 18,Instrument 2,576,621,609,618,654,676,618,621,542,587,577,614,7313,609.42,616,676,542,1806,1948,1781,1778,602,649.33,593.67,592.67,3754,3559,625.67,605,1112,0,0
Hospital 1591,District 18,Instrument 3,0,1,1,2,2,3,0,-66,-67,-72,-74,-70,-340,-28.33,0,3,-74,2,7,-133,-216,0.67,2.33,-44.33,-72,9,-349,1.5,-49.43,1112,0,0
Hospital 1591,District 18,Instrument 4,56,53,55,53,54,56,53,0,0,0,0,0,380,31.67,53,56,0,164,163,53,0,54.67,54.33,17.67,0,327,53,54.5,15.57,1112,0,0
Hospital 1591,District 18,Instrument 6,0,0,0,0,0,0,0,7,-2,-26,32,-2,9,0.75,0,32,-26,0,0,5,4,0,0,1.67,1.33,0,9,0,1.29,1112,0,0
Hospital 1591,District 25,Instrument 2,118,92,84,73,69,66,53,47,80,112,129,129,1052,87.67,82,129,47,294,208,180,370,98,69.33,60,123.33,502,550,83.67,88,174,0,0
Hospital 1591,District 25,Instrument 3,34,34,34,34,34,34,34,82,82,82,0,0,484,40.33,34,82,0,102,102,198,82,34,34,66,27.33,204,280,34,44.86,174,0,0
Hospital 1591,District 28,Instrument 1,159,149,147,119,170,155,158,126,148,141,172,0,1644,137,148.5,172,0,455,444,432,313,151.67,148,144,104.33,899,745,149.83,128.57,269,0,0
Hospital 1591,District 28,Instrument 3,64,64,64,64,64,64,64,64,64,64,64,76,780,65,64,76,64,192,192,192,204,64,64,64,68,384,396,64,65.71,269,0,0
Hospital 1591,District 28,Instrument 4,1792,1757,1756,1756,1764,1760,1756,1724,1709,1720,1720,0,19214,1601.17,1756,1792,0,5305,5280,5189,3440,1768.33,1760,1729.67,1146.67,10585,8629,1764.17,1484.14,269,0,0
Hospital 1591,District 28,Instrument 6,936,1337,1118,1059,1165,901,1730,724,1365,938,950,0,12223,1018.58,1004.5,1730,0,3391,3125,3819,1888,1130.33,1041.67,1273,629.33,6516,5707,1086,944,269,0,0
Hospital 1591,District 29,Instrument 1,26,23,0,0,0,0,0,0,0,0,0,0,49,4.08,0,26,0,49,0,0,0,16.33,0,0,0,49,0,8.17,0,64,0,0
Hospital 1591,District 29,Instrument 2,256,231,0,254,284,236,283,234,225,308,243,228,2782,231.83,239.5,308,0,487,774,742,779,162.33,258,247.33,259.67,1261,1521,210.17,251,64,0,0
Hospital 1591,District 29,Instrument 4,6,8,0,3,1,3,4,11,14,35,5,14,104,8.67,5.5,35,0,14,7,29,54,4.67,2.33,9.67,18,21,83,3.5,12.29,64,0,0
Hospital 1591,District 29,Instrument 5,297,0,0,287,289,281,295,281,234,238,261,277,2740,228.33,279,297,0,297,857,810,776,99,285.67,270,258.67,1154,1586,192.33,266.71,64,0,0
Hospital 1591,District 3,Instrument 2,169,424,424,-284,692,820,-1,641,532,652,631,546,5246,437.17,539,820,-284,1017,1228,1172,1829,339,409.33,390.67,609.67,2245,3001,374.17,545.86,2,0,0
Hospital 1591,District 37,Instrument 3,9,9,9,9,9,0,9,9,9,9,9,9,99,8.25,9,9,0,27,18,27,27,9,6,9,9,45,54,7.5,7.71,259,0,0
Hospital 1591,District 41,Instrument 1,20,18,21,15,21,21,27,20,23,22,26,23,257,21.42,21,27,15,59,57,70,71,19.67,19,23.33,23.67,116,141,19.33,23.14,34,0,0
Hospital 1591,District 41,Instrument 2,382,371,453,275,411,394,795,1169,30,391,405,-1042,4034,336.17,392.5,1169,-1042,1206,1080,1994,-246,402,360,664.67,-82,2286,1748,381,306,34,0,0
Hospital 1591,District 41,Instrument 3,483,483,562,545,537,727,837,791,3268,587,536,534,9890,824.17,553.5,3268,483,1528,1809,4896,1657,509.33,603,1632,552.33,3337,6553,556.17,1040,34,0,0
Hospital 1591,District 46,Instrument 2,9,9,9,9,9,10,30,10,10,11,0,0,116,9.67,9,30,0,27,28,50,11,9,9.33,16.67,3.67,55,61,9.17,10.14,237,0,0
Hospital 1592,District 25,Instrument 2,3749,3616,3216,3362,3352,3617,3273,3303,3181,3565,6681,6681,47596,3966.33,3463.5,6681,3181,10581,10331,9757,16927,3527,3443.67,3252.33,5642.33,20912,26684,3485.33,4328.71,3507,0,0
Hospital 1592,District 25,Instrument 8,13,12,4237,5397,8241,8566,2946,13,14,15,0,0,29454,2454.5,14.5,8566,0,4262,22204,2973,15,1420.67,7401.33,991,5,26466,2988,4411,1650.57,3507,0,0
Hospital 1592,District 28,Instrument 1,0,0,0,0,0,0,0,0,0,0,3,0,3,0.25,0,3,0,0,0,0,3,0,0,0,1,0,3,0,0.43,3,0,0
Hospital 1592,District 28,Instrument 2,124,149,175,165,139,148,173,196,145,143,125,143,1825,152.08,146.5,196,124,448,452,514,411,149.33,150.67,171.33,137,900,925,150,153.29,3,0,0
Hospital 1592,District 37,Instrument 2,336,444,503,442,542,333,425,454,459,353,340,415,5046,420.5,433.5,542,333,1283,1317,1338,1108,427.67,439,446,369.33,2600,2446,433.33,397,47,0,0
Hospital 1592,District 37,Instrument 3,21,50,50,50,50,50,50,50,50,50,-15,9,465,38.75,50,50,-15,121,150,150,44,40.33,50,50,14.67,271,194,45.17,34.86,47,0,0
Hospital 1593,District 13,Instrument 1,170,168,151,164,160,0,0,0,0,0,0,0,813,67.75,0,170,0,489,324,0,0,163,108,0,0,813,0,135.5,0,39,0,0
Hospital 1593,District 13,Instrument 8,0,0,0,0,0,0,11,11,11,11,11,11,66,5.5,5.5,11,0,0,0,33,33,0,0,11,11,0,66,0,9.43,39,0,0
Hospital 1593,District 41,Instrument 1,23,20,22,15,17,17,18,19,22,19,25,25,242,20.17,19.5,25,15,65,49,59,69,21.67,16.33,19.67,23,114,128,19,20.71,73,0,0
Hospital 1593,District 41,Instrument 2,259,259,315,351,312,246,310,302,303,274,384,397,3712,309.33,306.5,397,246,833,909,915,1055,277.67,303,305,351.67,1742,1970,290.33,316.57,73,0,0
Hospital 1593,District 41,Instrument 3,265,264,312,268,673,264,359,309,449,338,406,340,4247,353.92,325,673,264,841,1205,1117,1084,280.33,401.67,372.33,361.33,2046,2201,341,352.14,73,0,0
Hospital 1593,District 41,Instrument 8,17,17,19,16,18,17,18,19,18,21,19,20,219,18.25,18,21,16,53,51,55,60,17.67,17,18.33,20,104,115,17.33,18.86,73,0,0
Hospital 1593,District 6,Instrument 2,0,0,0,0,118,102,117,123,120,117,98,98,893,74.42,100,123,0,0,220,360,313,0,73.33,120,104.33,220,673,36.67,110.71,18,0,0
Hospital 1594,District 12,Instrument 2,0,0,0,0,0,0,0,0,1935,1967,1997,0,5899,491.58,0,1997,0,0,0,1935,3964,0,0,645,1321.33,0,5899,0,842.71,182,0,0
Hospital 1594,District 12,Instrument 3,0,0,0,0,0,0,0,0,49,49,49,0,147,12.25,0,49,0,0,0,49,98,0,0,16.33,32.67,0,147,0,21,182,0,0
Hospital 1594,District 20,Instrument 1,0,0,0,0,0,8,617,0,582,0,553,0,1760,146.67,0,617,0,0,8,1199,553,0,2.67,399.67,184.33,8,1752,1.33,251.43,470,0,0
Hospital 1594,District 20,Instrument 6,0,0,0,0,0,0,14,0,14,0,-1403,0,-1375,-114.58,0,14,-1403,0,0,28,-1403,0,0,9.33,-467.67,0,-1375,0,-196.43,470,0,0
Hospital 1594,District 20,Instrument 7,0,0,0,0,0,0,494,0,553,0,560,0,1607,133.92,0,560,0,0,0,1047,560,0,0,349,186.67,0,1607,0,229.57,470,0,0
Hospital 1594,District 28,Instrument 1,18,0,17,14,16,18,18,14,15,18,18,0,166,13.83,16.5,18,0,35,48,47,36,11.67,16,15.67,12,83,83,13.83,14.43,16,0,0
Hospital 1594,District 28,Instrument 2,372,454,258,276,335,-1281,358,340,249,333,345,475,2514,209.5,337.5,475,-1281,1084,-670,947,1153,361.33,-223.33,315.67,384.33,414,2100,69,117,16,0,0
Hospital 1594,District 28,Instrument 3,51,0,50,56,103,111,103,101,101,101,103,103,983,81.92,101,111,0,101,270,305,307,33.67,90,101.67,102.33,371,612,61.83,103.29,16,0,0
Hospital 1594,District 28,Instrument 5,0,0,0,0,0,0,4,92,86,86,88,0,356,29.67,0,92,0,0,0,182,174,0,0,60.67,58,0,356,0,50.86,16,0,0
Hospital 1594,District 28,Instrument 6,19,0,84,60,23,1775,18,41,25,79,38,0,2162,180.17,31.5,1775,0,103,1858,84,117,34.33,619.33,28,39,1961,201,326.83,282.29,16,0,0
Hospital 1594,District 28,Instrument 7,0,0,0,0,0,0,0,0,0,0,0,14,14,1.17,0,14,0,0,0,0,14,0,0,0,4.67,0,14,0,2,16,0,0
Hospital 1594,District 32,Instrument 1,0,0,0,0,0,0,0,0,0,0,11,7,18,1.5,0,11,0,0,0,0,18,0,0,0,6,0,18,0,2.57,17,0,0
Hospital 1594,District 32,Instrument 2,0,0,0,0,0,0,0,0,0,0,122,207,329,27.42,0,207,0,0,0,0,329,0,0,0,109.67,0,329,0,47,17,0,0
Hospital 1594,District 32,Instrument 3,0,0,0,0,0,0,0,0,0,0,7,9,16,1.33,0,9,0,0,0,0,16,0,0,0,5.33,0,16,0,2.29,17,0,0
Hospital 1594,District 32,Instrument 5,0,0,0,0,0,0,0,0,0,0,14,18,32,2.67,0,18,0,0,0,0,32,0,0,0,10.67,0,32,0,4.57,17,0,0
Hospital 1595,District 12,Instrument 2,295,363,323,575,407,316,307,394,497,375,385,0,4237,353.08,369,575,0,981,1298,1198,760,327,432.67,399.33,253.33,2279,1958,379.83,324.86,18,0,0
Hospital 1595,District 12,Instrument 3,-68,11,11,11,11,11,11,11,11,11,11,0,42,3.5,11,11,-68,-46,33,33,22,-15.33,11,11,7.33,-13,55,-2.17,9.43,18,0,0
Hospital 1595,District 13,Instrument 1,13,14,12,12,15,0,0,0,0,0,0,0,66,5.5,0,15,0,39,27,0,0,13,9,0,0,66,0,11,0,24,0,0
Hospital 1595,District 13,Instrument 2,1056,1050,1055,1189,990,1075,1190,1095,1075,1114,22357,2557,35803,2983.58,1085,22357,990,3161,3254,3360,26028,1053.67,1084.67,1120,8676,6415,29388,1069.17,4351.86,24,0,0
Hospital 1595,District 13,Instrument 3,56,58,56,58,57,88,22,132,14,37,22,182,782,65.17,56.5,182,14,170,203,168,241,56.67,67.67,56,80.33,373,409,62.17,71,24,0,0
Hospital 1595,District 13,Instrument 4,28,29,28,29,28,0,0,0,0,0,0,0,142,11.83,0,29,0,85,57,0,0,28.33,19,0,0,142,0,23.67,0,24,0,0
Hospital 1595,District 13,Instrument 8,0,0,0,0,0,0,0,0,0,0,0,314,314,26.17,0,314,0,0,0,0,314,0,0,0,104.67,0,314,0,44.86,24,0,0
Hospital 1595,District 18,Instrument 1,216,216,198,208,208,191,201,191,190,188,142,142,2291,190.92,194.5,216,142,630,607,582,472,210,202.33,194,157.33,1237,1054,206.17,177.86,199,0,0
Hospital 1595,District 18,Instrument 2,2568,2759,2486,2682,2635,2673,2786,2491,2638,2719,2586,2498,31521,2626.75,2636.5,2786,2486,7813,7990,7915,7803,2604.33,2663.33,2638.33,2601,15803,15718,2633.83,2627.29,199,0,0
Hospital 1595,District 18,Instrument 3,0,0,0,0,0,0,0,-72,-110,-84,-117,-69,-452,-37.67,0,0,-117,0,0,-182,-270,0,0,-60.67,-90,0,-452,0,-64.57,199,0,0
Hospital 1595,District 18,Instrument 4,12,12,11,10,9,10,10,0,0,0,0,0,74,6.17,9.5,12,0,35,29,10,0,11.67,9.67,3.33,0,64,10,10.67,2.86,199,0,0
Hospital 1595,District 18,Instrument 6,0,0,0,0,0,0,0,31,-10,-132,154,-10,33,2.75,0,154,-132,0,0,21,12,0,0,7,4,0,33,0,4.71,199,0,0
Hospital 1595,District 2,Instrument 1,16,20,16,96,97,18,20,16,20,18,20,16,373,31.08,19,97,16,52,211,56,54,17.33,70.33,18.67,18,263,110,43.83,18.29,2,0,0
Hospital 1595,District 2,Instrument 2,161,195,161,178,178,178,195,161,195,178,195,160,2135,177.92,178,195,160,517,534,551,533,172.33,178,183.67,177.67,1051,1084,175.17,180.29,2,0,0
Hospital 1595,District 2,Instrument 8,714,740,705,784,790,790,806,806,772,711,771,771,9160,763.33,771.5,806,705,2159,2364,2384,2253,719.67,788,794.67,751,4523,4637,753.83,775.29,2,0,0
Hospital 1595,District 20,Instrument 1,0,679,0,678,0,611,0,693,0,434,0,438,3533,294.42,217,693,0,679,1289,693,872,226.33,429.67,231,290.67,1968,1565,328,310.86,4,0,0
Hospital 1595,District 20,Instrument 6,0,138,0,155,0,18,0,18,0,18,0,87,434,36.17,9,155,0,138,173,18,105,46,57.67,6,35,311,123,51.83,20.14,4,0,0
Hospital 1595,District 28,Instrument 1,69,69,72,56,76,83,80,70,68,68,96,0,807,67.25,69.5,96,0,210,215,218,164,70,71.67,72.67,54.67,425,382,70.83,66.43,1,0,0
Hospital 1595,District 28,Instrument 2,881,685,924,1039,784,1143,1075,994,1172,1043,1077,1300,12117,1009.75,1041,1300,685,2490,2966,3241,3420,830,988.67,1080.33,1140,5456,6661,909.33,1114.86,1,0,0
Hospital 1595,District 28,Instrument 3,32,32,30,26,26,26,26,26,26,26,26,26,328,27.33,26,32,26,94,78,78,78,31.33,26,26,26,172,156,28.67,26,1,0,0
Hospital 1595,District 28,Instrument 6,270,321,296,301,210,390,559,282,481,542,356,0,4008,334,311,559,0,887,901,1322,898,295.67,300.33,440.67,299.33,1788,2220,298,372.86,1,0,0
