Hospital_ID,Region_ID,District_ID,Instrument_ID,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Year Total,Year Average,Year Median,Max Year,Min Year,First Quarter Sum,Second Quarter Sum,Third Quarter Sum,Fourth Quarter Sum,First Quarter Avg,Second Quarter Avg,Third Quarter Avg,Fourth Quarter Avg,First Half Year Total,First Half Year Average,Second Half Year Total,Second Half Year Average,Hospital_employees,Annual_Projected_Revenue,Buy_or_not
Hospital 225,Region 3,District 20,Instrument 2,3264,7246,2849,9109,1580,11450,399,12265,1183,10320,881,7342,67888,5657.33,5255,12265,399,13359,22139,13847,18543,4453,7379.67,4615.67,6181,35498,32390,5916.33,6262.86,2945,3492,1
Hospital 225,Region 3,District 20,Instrument 3,240,14550,292,8916,471,7817,399,11309,405,11631,356,10400,66786,5565.5,4144,14550,240,15082,17204,12113,22387,5027.33,5734.67,4037.67,7462.33,32286,34500,5381,6045.29,2945,25055,1
Hospital 225,Region 3,District 28,Instrument 8,6281,5742,5832,5804,5772,5857,5671,5861,5227,4323,4460,6570,67400,5616.67,5788,6570,4323,17855,17433,16759,15353,5951.67,5811,5586.33,5117.67,35288,32112,5881.33,5424.14,1814,15000,1
Hospital 225,Region 3,District 32,Instrument 2,636,608,830,571,587,742,649,698,649,631,689,636,7926,660.5,642.5,830,571,2074,1900,1996,1956,691.33,633.33,665.33,652,3974,3952,662.33,670.57,1083,16042,1
Hospital 225,Region 3,District 34,Instrument 2,3893,3978,4409,4357,3959,4019,4946,6999,1472,3518,3321,3569,48440,4036.67,3968.5,6999,1472,12280,12335,13417,10408,4093.33,4111.67,4472.33,3469.33,24615,23825,4102.5,3977.71,286,66283,1
Hospital 225,Region 3,District 34,Instrument 3,864,891,974,940,922,1077,985,436,294,391,250,219,8243,686.92,877.5,1077,219,2729,2939,1715,860,909.67,979.67,571.67,286.67,5668,2575,944.67,521.71,286,29631,1
Hospital 225,Region 3,District 34,Instrument 4,286,581,218,576,267,239,255,219,0,0,0,0,2641,220.08,229,581,0,1085,1082,474,0,361.67,360.67,158,0,2167,474,361.17,101.86,286,156,1
Hospital 225,Region 3,District 34,Instrument 5,247,298,260,280,229,258,325,305,751,1532,1223,1416,7124,593.67,301.5,1532,229,805,767,1381,4171,268.33,255.67,460.33,1390.33,1572,5552,262,830,286,5400,1
Hospital 225,Region 3,District 34,Instrument 7,684,884,660,770,682,727,864,792,68,259,257,404,7051,587.58,683,884,68,2228,2179,1724,920,742.67,726.33,574.67,306.67,4407,2644,734.5,481.57,286,11520,1
Hospital 225,Region 3,District 4,Instrument 2,5725,5644,4530,4828,5849,6261,3459,536,352,298,306,152,37940,3161.67,3994.5,6261,152,15899,16938,4347,756,5299.67,5646,1449,252,32837,5103,5472.83,1623.43,686,47892,1
Hospital 225,Region 3,District 44,Instrument 2,20720,17721,19074,18137,29372,31355,31566,26020,23631,27890,31511,29533,306530,25544.17,26955,31566,17721,57515,78864,81217,88934,19171.67,26288,27072.33,29644.67,136379,170151,22729.83,28786.57,12380,415200,1
Hospital 225,Region 3,District 48,Instrument 2,11358,6207,6759,7217,-1495,-2818,4085,3800,3570,3525,3704,4298,50210,4184.17,3942.5,11358,-2818,24324,2904,11455,11527,8108,968,3818.33,3842.33,27228,22982,4538,2880.57,3523,90000,1
Hospital 225,Region 3,District 48,Instrument 3,2873,11321,3502,4298,3954,0,0,0,0,0,0,0,25948,2162.33,0,11321,0,17696,8252,0,0,5898.67,2750.67,0,0,25948,0,4324.67,0,3523,42000,1
Hospital 225,Region 3,District 48,Instrument 8,0,0,0,0,0,16,119,16,119,16,119,16,421,35.08,16,119,0,0,16,254,151,0,5.33,84.67,50.33,16,405,2.67,60.14,3523,3450,1
Hospital 226,Region 1,District 13,Instrument 2,31,70,1112,2157,1829,-8058,2144,1681,1647,1578,1281,1671,7143,595.25,1612.5,2157,-8058,1213,-4072,5472,4530,404.33,-1357.33,1824,1510,-2859,10002,-476.5,277.71,66,25200,1
Hospital 226,Region 1,District 28,Instrument 2,44,16,-36,5204,2527,2407,2245,2124,2376,2228,2532,2634,24301,2025.08,2310.5,5204,-36,24,10138,6745,7394,8,3379.33,2248.33,2464.67,10162,14139,1693.67,2363.71,51,20412,1
Hospital 227,Region 1,District 12,Instrument 2,0,0,0,0,0,0,0,34,5830,4389,6186,3132,19571,1630.92,0,6186,0,0,0,5864,13707,0,0,1954.67,4569,0,19571,0,2795.86,144,18533,1
Hospital 227,Region 1,District 12,Instrument 3,0,0,0,0,0,0,9,6,590,1018,731,0,2354,196.17,0,1018,0,0,0,605,1749,0,0,201.67,583,0,2354,0,336.29,144,25310,1
Hospital 227,Region 1,District 19,Instrument 2,7329,5908,5755,3972,3356,-24190,3833,4459,3234,3747,3124,3043,23570,1964.17,3790,7329,-24190,18992,-16862,11526,9914,6330.67,-5620.67,3842,3304.67,2130,21440,355,-392.86,2595,12312,1
Hospital 227,Region 1,District 19,Instrument 7,2248,1968,3258,1322,444,0,0,0,10766,906,906,906,22724,1893.67,906,10766,0,7474,1766,10766,2718,2491.33,588.67,3588.67,906,9240,13484,1540,1926.29,2595,600,1
Hospital 227,Region 1,District 20,Instrument 2,14345,0,10753,24,12337,33,10652,0,10421,0,11380,0,69945,5828.75,5227,14345,0,25098,12394,21073,11380,8366,4131.33,7024.33,3793.33,37492,32453,6248.67,4640.86,121,315228,1
Hospital 227,Region 1,District 20,Instrument 3,3806,0,1965,0,1362,1,1117,0,1130,-17,1006,0,10370,864.17,503.5,3806,-17,5771,1363,2247,989,1923.67,454.33,749,329.67,7134,3236,1189,462.43,121,26496,1
Hospital 227,Region 1,District 8,Instrument 2,0,0,0,100,402,404,633,518,418,536,477,475,3963,330.25,411,633,0,0,906,1569,1488,0,302,523,496,906,3057,151,494.43,13,5040,1
Hospital 228,Region 2,District 10,Instrument 2,7681,3243,8444,8970,9277,3385,6308,11499,7980,-5365,-6837,20471,75056,6254.67,7830.5,20471,-6837,19368,21632,25787,8269,6456,7210.67,8595.67,2756.33,41000,34056,6833.33,5348.71,736,81422,1
Hospital 228,Region 2,District 10,Instrument 3,2173,2324,2613,2927,884,2327,2110,1440,2680,1840,2811,4284,28413,2367.75,2325.5,4284,884,7110,6138,6230,8935,2370,2046,2076.67,2978.33,13248,15165,2208,2498.86,736,87379,1
Hospital 228,Region 2,District 10,Instrument 4,1230,1131,1093,1032,971,895,754,693,596,507,429,402,9733,811.08,824.5,1230,402,3454,2898,2043,1338,1151.33,966,681,446,6352,3381,1058.67,610.86,736,74088,1
Hospital 228,Region 2,District 13,Instrument 2,31455,28844,29813,28211,33685,34998,26685,31281,32381,8190,30553,29258,345354,28779.5,30183,34998,8190,90112,96894,90347,68001,30037.33,32298,30115.67,22667,187006,158348,31167.67,27620.86,1631,523800,1
Hospital 228,Region 2,District 13,Instrument 3,4808,5117,4909,5016,4848,8478,10489,4725,3853,3308,4483,4465,64499,5374.92,4828,10489,3308,14834,18342,19067,12256,4944.67,6114,6355.67,4085.33,33176,31323,5529.33,5685.86,1631,122265,1
Hospital 228,Region 2,District 13,Instrument 5,3080,2969,2755,2998,2829,3008,3074,2850,2759,2964,2811,3109,35206,2933.83,2966.5,3109,2755,8804,8835,8683,8884,2934.67,2945,2894.33,2961.33,17639,17567,2939.83,2939.29,1631,51600,1
Hospital 228,Region 2,District 13,Instrument 8,0,0,0,0,0,0,1134,1048,1096,996,635,490,5399,449.92,245,1134,0,0,0,3278,2121,0,0,1092.67,707,0,5399,0,771.29,1631,4425,1
Hospital 228,Region 2,District 15,Instrument 2,300,563,586,162,1890,2025,1999,1750,1568,1444,1475,1559,15321,1276.75,1517,2025,162,1449,4077,5317,4478,483,1359,1772.33,1492.67,5526,9795,921,1688.57,104,1500,1
Hospital 228,Region 2,District 15,Instrument 3,483,315,317,371,0,0,0,0,0,0,0,0,1486,123.83,0,483,0,1115,371,0,0,371.67,123.67,0,0,1486,0,247.67,0,104,2154,1
Hospital 228,Region 2,District 17,Instrument 2,4987,5283,5049,5167,1667,5104,5316,5271,5016,5255,5420,4234,57769,4814.08,5135.5,5420,1667,15319,11938,15603,14909,5106.33,3979.33,5201,4969.67,27257,30512,4542.83,5088,162,179330,1
Hospital 228,Region 2,District 17,Instrument 3,23,23,23,22,3511,0,0,0,0,0,0,0,3602,300.17,0,3511,0,69,3533,0,0,23,1177.67,0,0,3602,0,600.33,0,162,12078,1
Hospital 228,Region 2,District 18,Instrument 2,4703,6621,6130,5364,5619,6735,3813,1294,-2946,146,1414,2102,40995,3416.25,4258,6735,-2946,17454,17718,2161,3662,5818,5906,720.33,1220.67,35172,5823,5862,1794,1144,11652,1
Hospital 228,Region 2,District 18,Instrument 3,0,0,0,0,0,0,0,4008,8072,5064,2484,1931,21559,1796.58,0,8072,0,0,0,12080,9479,0,0,4026.67,3159.67,0,21559,0,3079.86,1144,3654,1
Hospital 228,Region 2,District 20,Instrument 2,3272,0,2959,0,2817,0,3177,0,2529,0,2648,0,17402,1450.17,1264.5,3272,0,6231,2817,5706,2648,2077,939,1902,882.67,9048,8354,1508,1193.43,92,2291,1
Hospital 228,Region 2,District 20,Instrument 3,5244,0,5617,0,7609,0,6750,0,6461,0,3536,0,35217,2934.75,1768,7609,0,10861,7609,13211,3536,3620.33,2536.33,4403.67,1178.67,18470,16747,3078.33,2392.43,92,2394,1
Hospital 228,Region 2,District 25,Instrument 2,3258,2779,2956,2899,3105,2787,3122,2789,2639,2980,2984,2984,35282,2940.17,2968,3258,2639,8993,8791,8550,8948,2997.67,2930.33,2850,2982.67,17784,17498,2964,2897.86,157,27264,1
Hospital 228,Region 2,District 28,Instrument 7,0,20,0,20,20,20,20,20,20,20,0,20,180,15,20,20,0,20,60,60,40,6.67,20,20,13.33,80,100,13.33,17.14,1019,3500,1
Hospital 228,Region 2,District 29,Instrument 5,31300,29742,30124,21339,31260,30757,35445,61747,44637,42284,51554,42551,452740,37728.33,33372.5,61747,21339,91166,83356,141829,136389,30388.67,27785.33,47276.33,45463,174522,278218,29087,44139.29,304,3443148,1
Hospital 228,Region 2,District 3,Instrument 2,4921,-15575,-15575,6425,6273,4811,5813,4357,3820,3134,3869,4300,16573,1381.08,4328.5,6425,-15575,-26229,17509,13990,11303,-8743,5836.33,4663.33,3767.67,-8720,25293,-1453.33,4300.57,147,51000,1
Hospital 228,Region 2,District 32,Instrument 2,3262,3042,2982,2710,1176,2344,2165,2123,2088,2350,2309,2184,28735,2394.58,2326.5,3262,1176,9286,6230,6376,6843,3095.33,2076.67,2125.33,2281,15516,13219,2586,2223.29,109,41040,1
Hospital 228,Region 2,District 32,Instrument 3,495,631,608,548,557,350,487,219,213,199,471,332,5110,425.83,479,631,199,1734,1455,919,1002,578,485,306.33,334,3189,1921,531.5,324.43,109,9387,1
Hospital 228,Region 2,District 34,Instrument 2,436,553,461,559,462,535,475,431,860,714,343,226,6055,504.58,468.5,860,226,1450,1556,1766,1283,483.33,518.67,588.67,427.67,3006,3049,501,512,1,7069,1
Hospital 228,Region 2,District 34,Instrument 3,66,60,62,73,84,67,62,69,86,159,123,126,1037,86.42,71,159,60,188,224,217,408,62.67,74.67,72.33,136,412,625,68.67,98.86,1,11219,1
Hospital 228,Region 2,District 34,Instrument 4,270,334,182,438,194,210,254,209,0,0,0,0,2091,174.25,201.5,438,0,786,842,463,0,262,280.67,154.33,0,1628,463,271.33,96.14,1,452,1
Hospital 228,Region 2,District 39,Instrument 2,1416,1397,1289,1447,1495,1584,1487,1580,1460,1498,189,198,15040,1253.33,1453.5,1584,189,4102,4526,4527,1885,1367.33,1508.67,1509,628.33,8628,6412,1438,1142.29,14,229,1
Hospital 228,Region 2,District 4,Instrument 2,3872,4270,3788,4278,4212,3857,4091,4278,3879,3543,4508,3074,47650,3970.83,3985,4508,3074,11930,12347,12248,11125,3976.67,4115.67,4082.67,3708.33,24277,23373,4046.17,3890,61,51137,1
Hospital 228,Region 2,District 41,Instrument 2,14901,14217,7790,7176,6317,-7029,3427,1952,4916,4920,5983,5190,69760,5813.33,5586.5,14901,-7029,36908,6464,10295,16093,12302.67,2154.67,3431.67,5364.33,43372,26388,7228.67,2765.57,925,107516,1
Hospital 228,Region 2,District 41,Instrument 3,5667,5665,4915,5345,4964,4804,4798,4917,5040,4745,4903,5006,60769,5064.08,4940.5,5667,4745,16247,15113,14755,14654,5415.67,5037.67,4918.33,4884.67,31360,29409,5226.67,4887.57,925,55074,1
Hospital 228,Region 2,District 41,Instrument 8,31,33,33,34,32,30,31,30,31,31,29,32,377,31.42,31,34,29,97,96,92,92,32.33,32,30.67,30.67,193,184,32.17,30.57,925,450,1
Hospital 228,Region 2,District 44,Instrument 2,2712,2730,2576,2660,3381,3254,3275,3057,2975,2836,2903,3059,35418,2951.5,2939,3381,2576,8018,9295,9307,8798,2672.67,3098.33,3102.33,2932.67,17313,18105,2885.5,3051.29,9,49224,1
Hospital 229,Region 2,District 13,Instrument 2,125,576,312,-118,168,-619,1107,1039,93,948,-548,610,3693,307.75,240,1107,-619,1013,-569,2239,1010,337.67,-189.67,746.33,336.67,444,3249,74,375.71,102,27024,1
Hospital 229,Region 2,District 13,Instrument 3,12,12,12,12,12,4228,4808,4744,5296,6838,4386,5600,35960,2996.67,4307,6838,12,36,4252,14848,16824,12,1417.33,4949.33,5608,4288,31672,714.67,5128.57,102,132825,1
Hospital 229,Region 2,District 20,Instrument 2,161,2302,159,2422,165,2754,156,2412,154,2433,184,2548,15850,1320.83,1243,2754,154,2622,5341,2722,5165,874,1780.33,907.33,1721.67,7963,7887,1327.17,1520.14,135,11970,1
Hospital 229,Region 2,District 20,Instrument 3,78,1608,124,1621,86,2034,88,1689,76,1975,86,1807,11272,939.33,866,2034,76,1810,3741,1853,3868,603.33,1247,617.67,1289.33,5551,5721,925.17,1107.86,135,1320,1
Hospital 229,Region 2,District 34,Instrument 5,0,0,0,0,0,0,0,0,562,631,602,622,2417,201.42,0,631,0,0,0,562,1855,0,0,187.33,618.33,0,2417,0,345.29,19,7920,1
Hospital 229,Region 2,District 41,Instrument 2,430,359,463,147,472,349,411,501,444,464,534,567,5141,428.42,453.5,567,147,1252,968,1356,1565,417.33,322.67,452,521.67,2220,2921,370,467.14,54,1440,1
Hospital 229,Region 2,District 41,Instrument 3,629,618,679,1019,646,393,512,592,742,505,590,790,7715,642.92,623.5,1019,393,1926,2058,1846,1885,642,686,615.33,628.33,3984,3731,664,589.14,54,2580,1
Hospital 230,Region 5,District 2,Instrument 3,145,126,120,111,43,21,19,17,8,8,7,11,636,53,20,145,7,391,175,44,26,130.33,58.33,14.67,8.67,566,70,94.33,13,7257,6381,1
Hospital 230,Region 5,District 28,Instrument 7,26,26,26,26,26,26,26,26,26,26,0,62,322,26.83,26,62,0,78,78,78,88,26,26,26,29.33,156,166,26,27.43,63,472,1
Hospital 230,Region 5,District 29,Instrument 2,695,0,1675,1192,789,745,697,714,758,695,17315,1625,26900,2241.67,751.5,17315,0,2370,2726,2169,19635,790,908.67,723,6545,5096,21804,849.33,3221.29,108,22620,1
Hospital 230,Region 5,District 29,Instrument 5,18,0,0,18,18,18,18,18,18,18,39781,3385,43310,3609.17,18,39781,0,18,54,54,43184,6,18,18,14394.67,72,43238,12,6179.43,108,48000,1
Hospital 232,Region 3,District 18,Instrument 2,374,456,491,494,602,735,778,855,874,866,871,883,8279,689.92,756.5,883,374,1321,1831,2507,2620,440.33,610.33,835.67,873.33,3152,5127,525.33,837.43,1291,69753,1
Hospital 232,Region 3,District 18,Instrument 7,0,0,0,0,0,0,0,0,0,415,158,157,730,60.83,0,415,0,0,0,0,730,0,0,0,243.33,0,730,0,104.29,1291,2934,1
Hospital 232,Region 3,District 20,Instrument 2,0,4861,0,4913,0,4968,0,5388,0,4962,0,5058,30150,2512.5,2430.5,5388,0,4861,9881,5388,10020,1620.33,3293.67,1796,3340,14742,15408,2457,2910.86,214,2411,1
Hospital 232,Region 3,District 20,Instrument 3,0,1154,0,1209,0,1710,0,1142,0,1356,0,1144,7715,642.92,571,1710,0,1154,2919,1142,2500,384.67,973,380.67,833.33,4073,3642,678.83,764.57,214,3585,1
Hospital 232,Region 3,District 28,Instrument 2,0,0,0,0,103,1220,1176,1044,1196,1194,2141,1532,9606,800.5,1110,2141,0,0,1323,3416,4867,0,441,1138.67,1622.33,1323,8283,220.5,1357.57,68,70350,1
Hospital 232,Region 3,District 28,Instrument 3,0,0,0,0,0,0,325,163,162,163,164,164,1141,95.08,81,325,0,0,0,650,491,0,0,216.67,163.67,0,1141,0,163,68,11178,1
Hospital 232,Region 3,District 28,Instrument 4,0,0,0,0,0,595,401,389,366,345,347,0,2443,203.58,172.5,595,0,0,595,1156,692,0,198.33,385.33,230.67,595,1848,99.17,349,68,10188,1
Hospital 232,Region 3,District 28,Instrument 7,0,0,0,0,0,0,0,0,0,0,0,22,22,1.83,0,22,0,0,0,0,22,0,0,0,7.33,0,22,0,3.14,68,1290,1
Hospital 232,Region 3,District 34,Instrument 2,759,1456,989,926,962,1017,1286,1018,1451,1112,1129,1184,13289,1107.42,1065,1456,759,3204,2905,3755,3425,1068,968.33,1251.67,1141.67,6109,7180,1018.17,1171,126,1320,1
Hospital 232,Region 3,District 34,Instrument 3,240,195,133,144,133,152,340,147,117,117,117,117,1952,162.67,138.5,340,117,568,429,604,351,189.33,143,201.33,117,997,955,166.17,158.14,126,3402,1
Hospital 232,Region 3,District 34,Instrument 4,130,135,132,155,5,69,65,65,0,0,0,0,756,63,65,155,0,397,229,130,0,132.33,76.33,43.33,0,626,130,104.33,28.43,126,624,1
Hospital 232,Region 3,District 8,Instrument 2,5904,6147,6024,5935,4881,6030,5818,5184,6105,6619,7083,7020,72750,6062.5,6027,7083,4881,18075,16846,17107,20722,6025,5615.33,5702.33,6907.33,34921,37829,5820.17,6265.57,184,50293,1
Hospital 234,Region 3,District 12,Instrument 2,5731,6089,6647,7179,3435,6657,6192,7040,4544,4668,-3137,5584,60629,5052.42,5910,7179,-3137,18467,17271,17776,7115,6155.67,5757,5925.33,2371.67,35738,24891,5956.33,4506.86,390,27150,1
Hospital 234,Region 3,District 13,Instrument 2,12639,13330,10748,15508,14962,13436,13900,7471,12435,8497,12858,11546,147330,12277.5,12748.5,15508,7471,36717,43906,33806,32901,12239,14635.33,11268.67,10967,80623,66707,13437.17,11449,1317,140076,1
Hospital 234,Region 3,District 13,Instrument 3,596,824,601,895,573,2739,1540,329,602,794,256,405,10154,846.17,601.5,2739,256,2021,4207,2471,1455,673.67,1402.33,823.67,485,6228,3926,1038,952.14,1317,43711,1
Hospital 234,Region 3,District 13,Instrument 4,3292,4830,2250,3161,2986,0,0,0,0,0,0,0,16519,1376.58,0,4830,0,10372,6147,0,0,3457.33,2049,0,0,16519,0,2753.17,0,1317,119896,1
Hospital 234,Region 3,District 20,Instrument 2,3011,0,2935,0,3093,17,2764,0,2839,0,2979,0,17638,1469.83,1390.5,3093,0,5946,3110,5603,2979,1982,1036.67,1867.67,993,9056,8582,1509.33,1228.43,219,58423,1
Hospital 234,Region 3,District 20,Instrument 3,2819,0,2435,0,3611,0,4370,0,2531,0,2631,0,18397,1533.08,1217.5,4370,0,5254,3611,6901,2631,1751.33,1203.67,2300.33,877,8865,9532,1477.5,1361.71,219,1800,1
Hospital 234,Region 3,District 28,Instrument 2,1794,1966,1673,1492,1834,1832,2619,1463,1383,1446,2006,1728,21236,1769.67,1761,2619,1383,5433,5158,5465,5180,1811,1719.33,1821.67,1726.67,10591,10645,1765.17,1782.43,146,12416,1
Hospital 235,Region 2,District 13,Instrument 2,480,4354,5526,1738,4271,5653,5951,5637,5328,5606,3647,5876,54067,4505.58,5427,5951,480,10360,11662,16916,15129,3453.33,3887.33,5638.67,5043,22022,32045,3670.33,5385.43,402,96120,1
Hospital 235,Region 2,District 13,Instrument 3,191,211,213,180,216,831,1604,770,864,532,1667,430,7709,642.42,481,1667,180,615,1227,3238,2629,205,409,1079.33,876.33,1842,5867,307,956.86,402,21240,1
Hospital 235,Region 2,District 13,Instrument 4,1405,1331,1049,587,1548,0,0,0,0,0,0,0,5920,493.33,0,1548,0,3785,2135,0,0,1261.67,711.67,0,0,5920,0,986.67,0,402,2808,1
Hospital 235,Region 2,District 13,Instrument 5,3423,3435,3098,3570,3104,3807,3278,3682,3225,3180,3151,3485,40438,3369.83,3350.5,3807,3098,9956,10481,10185,9816,3318.67,3493.67,3395,3272,20437,20001,3406.17,3401.14,402,67692,1
Hospital 235,Region 2,District 8,Instrument 2,936,839,858,799,767,890,952,883,873,852,892,1296,10837,903.08,878,1296,767,2633,2456,2708,3040,877.67,818.67,902.67,1013.33,5089,5748,848.17,948.29,397,7632,1
Hospital 236,Region 5,District 13,Instrument 2,6672,6828,7112,6230,7095,6519,8622,6417,4226,7801,5088,6225,78835,6569.58,6595.5,8622,4226,20612,19844,19265,19114,6870.67,6614.67,6421.67,6371.33,40456,38379,6742.67,6414,19,77976,1
Hospital 236,Region 5,District 13,Instrument 3,476,971,1009,1016,1038,1189,3922,1459,1163,2105,1522,3398,19268,1605.67,1176,3922,476,2456,3243,6544,7025,818.67,1081,2181.33,2341.67,5699,13569,949.83,2108.29,19,6030,1
Hospital 236,Region 5,District 13,Instrument 5,0,0,0,0,0,28,6,562,663,692,629,728,3308,275.67,17,728,0,0,28,1231,2049,0,9.33,410.33,683,28,3280,4.67,472.57,19,41682,1
Hospital 236,Region 5,District 39,Instrument 2,1120,1101,1483,2890,1270,2919,2956,3289,2989,5334,5476,5041,35868,2989,2937.5,5476,1101,3704,7079,9234,15851,1234.67,2359.67,3078,5283.67,10783,25085,1797.17,4000.57,69,7707,1
Hospital 237,Region 1,District 15,Instrument 2,-673,-783,-587,-1042,1728,1837,1381,1475,1185,1188,1675,1802,9186,765.5,1284.5,1837,-1042,-2043,2523,4041,4665,-681,841,1347,1555,480,8706,80,1506.14,107,19698,1
Hospital 237,Region 1,District 15,Instrument 3,107,84,57,95,0,0,0,0,0,0,0,0,343,28.58,0,107,0,248,95,0,0,82.67,31.67,0,0,343,0,57.17,0,107,1320,1
Hospital 238,Region 2,District 10,Instrument 2,7064,8538,7258,-13797,6905,-3185,5493,8449,-29876,-3285,-4587,7368,-3655,-304.58,6199,8538,-29876,22860,-10077,-15934,-504,7620,-3359,-5311.33,-168,12783,-16438,2130.5,-2803.29,139,83268,1
Hospital 238,Region 2,District 10,Instrument 3,1950,2886,3387,3652,1299,4789,2344,1050,3196,975,2007,2590,30125,2510.42,2467,4789,975,8223,9740,6590,5572,2741,3246.67,2196.67,1857.33,17963,12162,2993.83,2421.57,139,99840,1
Hospital 238,Region 2,District 10,Instrument 7,15,9,10,10,0,4,0,0,0,1,10,33,92,7.67,6.5,33,0,34,14,0,44,11.33,4.67,0,14.67,48,44,8,6.86,139,7504,1
Hospital 238,Region 2,District 13,Instrument 2,2098,1416,1539,1422,1041,9979,15096,7224,10526,32,53,11076,61502,5125.17,1818.5,15096,32,5053,12442,32846,11161,1684.33,4147.33,10948.67,3720.33,17495,44007,2915.83,7712.29,787,662099,1
Hospital 238,Region 2,District 13,Instrument 3,666,672,660,636,619,5060,3542,3327,2235,0,0,4132,21549,1795.75,669,5060,0,1998,6315,9104,4132,666,2105,3034.67,1377.33,8313,13236,1385.5,2613.71,787,13281,1
Hospital 238,Region 2,District 15,Instrument 2,-695,-768,-627,-1146,1875,1345,1853,2077,1964,-490,1968,2234,9590,799.17,1599,2234,-1146,-2090,2074,5894,3712,-696.67,691.33,1964.67,1237.33,-16,9606,-2.67,1564.43,22,48000,1
Hospital 238,Region 2,District 15,Instrument 5,753,731,776,702,0,0,0,0,0,0,0,0,2962,246.83,0,776,0,2260,702,0,0,753.33,234,0,0,2962,0,493.67,0,22,9000,1
Hospital 238,Region 2,District 17,Instrument 2,8909,8950,8928,8382,4266,8703,8700,7760,7717,7101,7140,7943,94499,7874.92,8162.5,8950,4266,26787,21351,24177,22184,8929,7117,8059,7394.67,48138,46361,8023,7866.29,271,154895,1
Hospital 238,Region 2,District 17,Instrument 3,262,117,55,118,4789,0,0,0,0,0,0,0,5341,445.08,0,4789,0,434,4907,0,0,144.67,1635.67,0,0,5341,0,890.17,0,271,2900,1
Hospital 238,Region 2,District 17,Instrument 8,0,0,0,0,0,57,84,66,82,70,42,60,461,38.42,49.5,84,0,0,57,232,172,0,19,77.33,57.33,57,404,9.5,65.86,271,1150,1
Hospital 238,Region 2,District 20,Instrument 2,0,8777,0,7926,3,4668,0,2879,0,-4388,0,11697,31562,2630.17,1.5,11697,-4388,8777,12597,2879,7309,2925.67,4199,959.67,2436.33,21374,10188,3562.33,2122.29,155,97796,1
Hospital 238,Region 2,District 20,Instrument 3,0,10746,0,10259,50,10644,0,9182,0,9396,0,1623,51900,4325,836.5,10746,0,10746,20953,9182,11019,3582,6984.33,3060.67,3673,31699,20201,5283.17,4406.43,155,32990,1
Hospital 238,Region 2,District 34,Instrument 2,7862,8267,8942,12562,11070,9802,9557,10048,11303,11510,11823,13832,126578,10548.17,10559,13832,7862,25071,33434,30908,37165,8357,11144.67,10302.67,12388.33,58505,68073,9750.83,11125,100,13447,1
Hospital 238,Region 2,District 34,Instrument 3,2642,2703,2562,2631,2615,2679,2662,2639,2676,2669,2684,2681,31843,2653.58,2665.5,2703,2562,7907,7925,7977,8034,2635.67,2641.67,2659,2678,15832,16011,2638.67,2670,100,13518,1
Hospital 238,Region 2,District 34,Instrument 4,3565,3147,3278,2367,2194,2041,1895,1897,0,0,0,0,20384,1698.67,1969,3565,0,9990,6602,3792,0,3330,2200.67,1264,0,16592,3792,2765.33,833.29,100,3072,1
Hospital 238,Region 2,District 34,Instrument 7,478,478,477,477,504,491,491,630,577,577,577,577,6334,527.83,497.5,630,477,1433,1472,1698,1731,477.67,490.67,566,577,2905,3429,484.17,560,100,23778,1
Hospital 238,Region 2,District 39,Instrument 2,0,0,0,0,0,0,0,0,0,0,2296,5957,8253,687.75,0,5957,0,0,0,0,8253,0,0,0,2751,0,8253,0,1179,29,126000,1
Hospital 24,Region 2,District 13,Instrument 5,19774,18923,20866,23857,21692,24373,22373,21531,19193,21077,21691,21991,257341,21445.08,21611,24373,18923,59563,69922,63097,64759,19854.33,23307.33,21032.33,21586.33,129485,127856,21580.83,21747,10989,139566,1
Hospital 24,Region 2,District 15,Instrument 2,280,106,137,53,1524,1850,2342,1759,1684,1912,1761,1505,14913,1242.75,1604,2342,53,523,3427,5785,5178,174.33,1142.33,1928.33,1726,3950,10963,658.33,1830.43,27,16788,1
Hospital 24,Region 2,District 15,Instrument 3,15,13,21,29,0,0,0,0,0,0,0,0,78,6.5,0,29,0,49,29,0,0,16.33,9.67,0,0,78,0,13,0,27,5058,1
Hospital 24,Region 2,District 17,Instrument 3,0,0,65,43,43,0,0,0,0,0,0,0,151,12.58,0,65,0,65,86,0,0,21.67,28.67,0,0,151,0,25.17,0,1709,675,1
Hospital 24,Region 2,District 20,Instrument 2,17087,36803,21726,20381,22153,41714,20035,37806,19281,36765,21810,35593,331154,27596.17,21981.5,41714,17087,75616,84248,77122,94168,25205.33,28082.67,25707.33,31389.33,159864,171290,26644,30429.14,17952,98069,1
Hospital 24,Region 2,District 20,Instrument 3,10141,69,9818,69,10200,70,10080,70,11986,86,10776,89,63454,5287.83,4953.5,11986,69,20028,10339,22136,10951,6676,3446.33,7378.67,3650.33,30367,33087,5061.17,4736.71,17952,188526,1
Hospital 240,Region 1,District 28,Instrument 2,201,374,448,506,733,275,317,308,622,394,439,544,5161,430.08,416.5,733,201,1023,1514,1247,1377,341,504.67,415.67,459,2537,2624,422.83,414.14,16,8838,1
